Time_Index,z1_natural_gas,z1_coal,z1_nuclear,z2_natural_gas,z2_coal,z2_nuclear,z3_natural_gas,z3_coal,z4_natural_gas,z5_natural_gas,z5_coal,z6_nuclear,z6_coal,z1_solar,z1_wind,z3_solar,z3_wind,z4_solar,z4_wind,z5_solar,z7_solar,z7_wind,z6_wind,z8_solar,z82_natural_gas_1,z83_natural_gas_1,z84_natural_gas_1
3762,1,1,1,1,1,1,1,1,1,1,1,1,1,0.365868,0.287129,0.365868,0.287129,0.365868,0.287129,0.365868,0.365868,0.287129,0.287129,0.365868,1,1,1
3763,1,1,1,1,1,1,1,1,1,1,1,1,1,0.174943,0.238666,0.174943,0.238666,0.174943,0.238666,0.174943,0.174943,0.238666,0.238666,0.174943,1,1,1
3764,1,1,1,1,1,1,1,1,1,1,1,1,1,0.029395,0.158416,0.029395,0.158416,0.029395,0.158416,0.029395,0.029395,0.158416,0.158416,0.029395,1,1,1
3765,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.143825,0,0.143825,0,0.143825,0,0,0.143825,0.143825,0,1,1,1
3766,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.153726,0,0.153726,0,0.153726,0,0,0.153726,0.153726,0,1,1,1
3767,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.120375,0,0.120375,0,0.120375,0,0,0.120375,0.120375,0,1,1,1
3768,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.09432,0,0.09432,0,0.09432,0,0,0.09432,0.09432,0,1,1,1
3769,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.076602,0,0.076602,0,0.076602,0,0,0.076602,0.076602,0,1,1,1
3770,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.064096,0,0.064096,0,0.064096,0,0,0.064096,0.064096,0,1,1,1
3771,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.060448,0,0.060448,0,0.060448,0,0,0.060448,0.060448,0,1,1,1
3772,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.059927,0,0.059927,0,0.059927,0,0,0.059927,0.059927,0,1,1,1
3773,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.073476,0,0.073476,0,0.073476,0,0,0.073476,0.073476,0,1,1,1
3774,1,1,1,1,1,1,1,1,1,1,1,1,1,0.040811,0.067744,0.040811,0.067744,0.040811,0.067744,0.040811,0.040811,0.067744,0.067744,0.040811,1,1,1
3775,1,1,1,1,1,1,1,1,1,1,1,1,1,0.217466,0.055237,0.217466,0.055237,0.217466,0.055237,0.217466,0.217466,0.055237,0.055237,0.217466,1,1,1
3776,1,1,1,1,1,1,1,1,1,1,1,1,1,0.40411,0.048463,0.40411,0.048463,0.40411,0.048463,0.40411,0.40411,0.048463,0.048463,0.40411,1,1,1
3777,1,1,1,1,1,1,1,1,1,1,1,1,1,0.616153,0.034393,0.616153,0.034393,0.616153,0.034393,0.616153,0.616153,0.034393,0.034393,0.616153,1,1,1
3778,1,1,1,1,1,1,1,1,1,1,1,1,1,0.774258,0.033351,0.774258,0.033351,0.774258,0.033351,0.774258,0.774258,0.033351,0.033351,0.774258,1,1,1
3779,1,1,1,1,1,1,1,1,1,1,1,1,1,0.894121,0.031787,0.894121,0.031787,0.894121,0.031787,0.894121,0.894121,0.031787,0.031787,0.894121,1,1,1
3780,1,1,1,1,1,1,1,1,1,1,1,1,1,0.924087,0.035435,0.924087,0.035435,0.924087,0.035435,0.924087,0.924087,0.035435,0.035435,0.924087,1,1,1
3781,1,1,1,1,1,1,1,1,1,1,1,1,1,0.982591,0.046378,0.982591,0.046378,0.982591,0.046378,0.982591,0.982591,0.046378,0.046378,0.982591,1,1,1
3782,1,1,1,1,1,1,1,1,1,1,1,1,1,0.917523,0.07087,0.917523,0.07087,0.917523,0.07087,0.917523,0.917523,0.07087,0.07087,0.917523,1,1,1
3783,1,1,1,1,1,1,1,1,1,1,1,1,1,0.853881,0.079729,0.853881,0.079729,0.853881,0.079729,0.853881,0.853881,0.079729,0.079729,0.853881,1,1,1
3784,1,1,1,1,1,1,1,1,1,1,1,1,1,0.718893,0.073997,0.718893,0.073997,0.718893,0.073997,0.718893,0.718893,0.073997,0.073997,0.718893,1,1,1
3785,1,1,1,1,1,1,1,1,1,1,1,1,1,0.535388,0.072955,0.535388,0.072955,0.535388,0.072955,0.535388,0.535388,0.072955,0.072955,0.535388,1,1,1
3786,1,1,1,1,1,1,1,1,1,1,1,1,1,0.36758,0.072434,0.36758,0.072434,0.36758,0.072434,0.36758,0.36758,0.072434,0.072434,0.36758,1,1,1
3787,1,1,1,1,1,1,1,1,1,1,1,1,1,0.182078,0.074518,0.182078,0.074518,0.182078,0.074518,0.182078,0.182078,0.074518,0.074518,0.182078,1,1,1
3788,1,1,1,1,1,1,1,1,1,1,1,1,1,0.027968,0.073476,0.027968,0.073476,0.027968,0.073476,0.027968,0.027968,0.073476,0.073476,0.027968,1,1,1
3789,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.06149,0,0.06149,0,0.06149,0,0,0.06149,0.06149,0,1,1,1
3790,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.043773,0,0.043773,0,0.043773,0,0,0.043773,0.043773,0,1,1,1
3791,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.028661,0,0.028661,0,0.028661,0,0,0.028661,0.028661,0,1,1,1
3792,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.026055,0,0.026055,0,0.026055,0,0,0.026055,0.026055,0,1,1,1
3793,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.020323,0,0.020323,0,0.020323,0,0,0.020323,0.020323,0,1,1,1
3794,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.025534,0,0.025534,0,0.025534,0,0,0.025534,0.025534,0,1,1,1
3795,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.029182,0,0.029182,0,0.029182,0,0,0.029182,0.029182,0,1,1,1
3796,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.027097,0,0.027097,0,0.027097,0,0,0.027097,0.027097,0,1,1,1
3797,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.017718,0,0.017718,0,0.017718,0,0,0.017718,0.017718,0,1,1,1
3798,1,1,1,1,1,1,1,1,1,1,1,1,1,0.064783,0.016154,0.064783,0.016154,0.064783,0.016154,0.064783,0.064783,0.016154,0.016154,0.064783,1,1,1
3799,1,1,1,1,1,1,1,1,1,1,1,1,1,0.240868,0.008859,0.240868,0.008859,0.240868,0.008859,0.240868,0.240868,0.008859,0.008859,0.240868,1,1,1
3800,1,1,1,1,1,1,1,1,1,1,1,1,1,0.432934,0.00938,0.432934,0.00938,0.432934,0.00938,0.432934,0.432934,0.00938,0.00938,0.432934,1,1,1
3801,1,1,1,1,1,1,1,1,1,1,1,1,1,0.615297,0.008338,0.615297,0.008338,0.615297,0.008338,0.615297,0.615297,0.008338,0.008338,0.615297,1,1,1
3802,1,1,1,1,1,1,1,1,1,1,1,1,1,0.773116,0.008338,0.773116,0.008338,0.773116,0.008338,0.773116,0.773116,0.008338,0.008338,0.773116,1,1,1
3803,1,1,1,1,1,1,1,1,1,1,1,1,1,0.892979,0.015633,0.892979,0.015633,0.892979,0.015633,0.892979,0.892979,0.015633,0.015633,0.892979,1,1,1
3804,1,1,1,1,1,1,1,1,1,1,1,1,1,0.962329,0.02814,0.962329,0.02814,0.962329,0.02814,0.962329,0.962329,0.02814,0.02814,0.962329,1,1,1
3805,1,1,1,1,1,1,1,1,1,1,1,1,1,0.982306,0.034914,0.982306,0.034914,0.982306,0.034914,0.982306,0.982306,0.034914,0.034914,0.982306,1,1,1
3806,1,1,1,1,1,1,1,1,1,1,1,1,1,0.943779,0.050026,0.943779,0.050026,0.943779,0.050026,0.943779,0.943779,0.050026,0.050026,0.943779,1,1,1
3807,1,1,1,1,1,1,1,1,1,1,1,1,1,0.853881,0.08025,0.853881,0.08025,0.853881,0.08025,0.853881,0.853881,0.08025,0.08025,0.853881,1,1,1
3808,1,1,1,1,1,1,1,1,1,1,1,1,1,0.718893,0.07087,0.718893,0.07087,0.718893,0.07087,0.718893,0.718893,0.07087,0.07087,0.718893,1,1,1
3809,1,1,1,1,1,1,1,1,1,1,1,1,1,0.551941,0.046378,0.551941,0.046378,0.551941,0.046378,0.551941,0.551941,0.046378,0.046378,0.551941,1,1,1
3810,1,1,1,1,1,1,1,1,1,1,1,1,1,0.368436,0.034393,0.368436,0.034393,0.368436,0.034393,0.368436,0.368436,0.034393,0.034393,0.368436,1,1,1
3811,1,1,1,1,1,1,1,1,1,1,1,1,1,0.168094,0.033351,0.168094,0.033351,0.168094,0.033351,0.168094,0.168094,0.033351,0.033351,0.168094,1,1,1
3812,1,1,1,1,1,1,1,1,1,1,1,1,1,0.033961,0.02814,0.033961,0.02814,0.033961,0.02814,0.033961,0.033961,0.02814,0.02814,0.033961,1,1,1
3813,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.045336,0,0.045336,0,0.045336,0,0,0.045336,0.045336,0,1,1,1
3814,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.053674,0,0.053674,0,0.053674,0,0,0.053674,0.053674,0,1,1,1
3815,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.056279,0,0.056279,0,0.056279,0,0,0.056279,0.056279,0,1,1,1
3816,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.059927,0,0.059927,0,0.059927,0,0,0.059927,0.059927,0,1,1,1
3817,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.056279,0,0.056279,0,0.056279,0,0,0.056279,0.056279,0,1,1,1
3818,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.058364,0,0.058364,0,0.058364,0,0,0.058364,0.058364,0,1,1,1
3819,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.057322,0,0.057322,0,0.057322,0,0,0.057322,0.057322,0,1,1,1
3820,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.071912,0,0.071912,0,0.071912,0,0,0.071912,0.071912,0,1,1,1
3821,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.08494,0,0.08494,0,0.08494,0,0,0.08494,0.08494,0,1,1,1
3822,1,1,1,1,1,1,1,1,1,1,1,1,1,0.011986,0.119333,0.011986,0.119333,0.011986,0.119333,0.011986,0.011986,0.119333,0.119333,0.011986,1,1,1
3823,1,1,1,1,1,1,1,1,1,1,1,1,1,0.143265,0.12246,0.143265,0.12246,0.143265,0.12246,0.143265,0.143265,0.12246,0.12246,0.143265,1,1,1
3824,1,1,1,1,1,1,1,1,1,1,1,1,1,0.302226,0.137572,0.302226,0.137572,0.302226,0.137572,0.302226,0.302226,0.137572,0.137572,0.302226,1,1,1
3825,1,1,1,1,1,1,1,1,1,1,1,1,1,0.383562,0.177697,0.383562,0.177697,0.383562,0.177697,0.383562,0.383562,0.177697,0.177697,0.383562,1,1,1
3826,1,1,1,1,1,1,1,1,1,1,1,1,1,0.208619,0.249088,0.208619,0.249088,0.208619,0.249088,0.208619,0.208619,0.249088,0.249088,0.208619,1,1,1
3827,1,1,1,1,1,1,1,1,1,1,1,1,1,0.249144,0.265763,0.249144,0.265763,0.249144,0.265763,0.249144,0.249144,0.265763,0.265763,0.249144,1,1,1
3828,1,1,1,1,1,1,1,1,1,1,1,1,1,0.314783,0.26889,0.314783,0.26889,0.314783,0.26889,0.314783,0.314783,0.26889,0.26889,0.314783,1,1,1
3829,1,1,1,1,1,1,1,1,1,1,1,1,1,0.20234,0.28296,0.20234,0.28296,0.20234,0.28296,0.20234,0.20234,0.28296,0.28296,0.20234,1,1,1
3830,1,1,1,1,1,1,1,1,1,1,1,1,1,0.217751,0.337676,0.217751,0.337676,0.217751,0.337676,0.217751,0.217751,0.337676,0.337676,0.217751,1,1,1
3831,1,1,1,1,1,1,1,1,1,1,1,1,1,0.225742,0.380406,0.225742,0.380406,0.225742,0.380406,0.225742,0.225742,0.380406,0.380406,0.225742,1,1,1
3832,1,1,1,1,1,1,1,1,1,1,1,1,1,0.139269,0.380406,0.139269,0.380406,0.139269,0.380406,0.139269,0.139269,0.380406,0.380406,0.139269,1,1,1
3833,1,1,1,1,1,1,1,1,1,1,1,1,1,0.134418,0.380406,0.134418,0.380406,0.134418,0.380406,0.134418,0.134418,0.380406,0.380406,0.134418,1,1,1
3834,1,1,1,1,1,1,1,1,1,1,1,1,1,0.159247,0.395518,0.159247,0.395518,0.159247,0.395518,0.159247,0.159247,0.395518,0.395518,0.159247,1,1,1
3835,1,1,1,1,1,1,1,1,1,1,1,1,1,0.063071,0.430954,0.063071,0.430954,0.063071,0.430954,0.063071,0.063071,0.430954,0.430954,0.063071,1,1,1
3836,1,1,1,1,1,1,1,1,1,1,1,1,1,0.014555,0.473684,0.014555,0.473684,0.014555,0.473684,0.014555,0.014555,0.473684,0.473684,0.014555,1,1,1
3837,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.500782,0,0.500782,0,0.500782,0,0,0.500782,0.500782,0,1,1,1
3838,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.521105,0,0.521105,0,0.521105,0,0,0.521105,0.521105,0,1,1,1
3839,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.520063,0,0.520063,0,0.520063,0,0,0.520063,0.520063,0,1,1,1
3840,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.449192,0,0.449192,0,0.449192,0,0,0.449192,0.449192,0,1,1,1
3841,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.445545,0,0.445545,0,0.445545,0,0,0.445545,0.445545,0,1,1,1
3842,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.37728,0,0.37728,0,0.37728,0,0,0.37728,0.37728,0,1,1,1
3843,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.302762,0,0.302762,0,0.302762,0,0,0.302762,0.302762,0,1,1,1
3844,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.309536,0,0.309536,0,0.309536,0,0,0.309536,0.309536,0,1,1,1
3845,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.309015,0,0.309015,0,0.309015,0,0,0.309015,0.309015,0,1,1,1
3846,1,1,1,1,1,1,1,1,1,1,1,1,1,0.013699,0.280354,0.013699,0.280354,0.013699,0.280354,0.013699,0.013699,0.280354,0.280354,0.013699,1,1,1
3847,1,1,1,1,1,1,1,1,1,1,1,1,1,0.101027,0.257426,0.101027,0.257426,0.101027,0.257426,0.101027,0.101027,0.257426,0.257426,0.101027,1,1,1
3848,1,1,1,1,1,1,1,1,1,1,1,1,1,0.293379,0.232934,0.293379,0.232934,0.293379,0.232934,0.293379,0.293379,0.232934,0.232934,0.293379,1,1,1
3849,1,1,1,1,1,1,1,1,1,1,1,1,1,0.541381,0.198541,0.541381,0.198541,0.541381,0.198541,0.541381,0.541381,0.198541,0.198541,0.541381,1,1,1
3850,1,1,1,1,1,1,1,1,1,1,1,1,1,0.743721,0.149036,0.743721,0.149036,0.743721,0.149036,0.743721,0.743721,0.149036,0.149036,0.743721,1,1,1
3851,1,1,1,1,1,1,1,1,1,1,1,1,1,0.887842,0.138614,0.887842,0.138614,0.887842,0.138614,0.887842,0.887842,0.138614,0.138614,0.887842,1,1,1
3852,1,1,1,1,1,1,1,1,1,1,1,1,1,0.934932,0.167275,0.934932,0.167275,0.934932,0.167275,0.934932,0.934932,0.167275,0.167275,0.934932,1,1,1
3853,1,1,1,1,1,1,1,1,1,1,1,1,1,0.969749,0.128713,0.969749,0.128713,0.969749,0.128713,0.969749,0.969749,0.128713,0.128713,0.969749,1,1,1
3854,1,1,1,1,1,1,1,1,1,1,1,1,1,0.928368,0.088067,0.928368,0.088067,0.928368,0.088067,0.928368,0.928368,0.088067,0.088067,0.928368,1,1,1
3855,1,1,1,1,1,1,1,1,1,1,1,1,1,0.824201,0.088067,0.824201,0.088067,0.824201,0.088067,0.824201,0.824201,0.088067,0.088067,0.824201,1,1,1
3856,1,1,1,1,1,1,1,1,1,1,1,1,1,0.669235,0.096404,0.669235,0.096404,0.669235,0.096404,0.669235,0.669235,0.096404,0.096404,0.669235,1,1,1
3857,1,1,1,1,1,1,1,1,1,1,1,1,1,0.53282,0.104742,0.53282,0.104742,0.53282,0.104742,0.53282,0.53282,0.104742,0.104742,0.53282,1,1,1
3858,1,1,1,1,1,1,1,1,1,1,1,1,1,0.358447,0.116727,0.358447,0.116727,0.358447,0.116727,0.358447,0.358447,0.116727,0.116727,0.358447,1,1,1
3859,1,1,1,1,1,1,1,1,1,1,1,1,1,0.146975,0.151641,0.146975,0.151641,0.146975,0.151641,0.146975,0.146975,0.151641,0.151641,0.146975,1,1,1
3860,1,1,1,1,1,1,1,1,1,1,1,1,1,0.031107,0.180823,0.031107,0.180823,0.031107,0.180823,0.031107,0.031107,0.180823,0.180823,0.031107,1,1,1
3861,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.149557,0,0.149557,0,0.149557,0,0,0.149557,0.149557,0,1,1,1
3862,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.116727,0,0.116727,0,0.116727,0,0,0.116727,0.116727,0,1,1,1
3863,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.102658,0,0.102658,0,0.102658,0,0,0.102658,0.102658,0,1,1,1
3864,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.093799,0,0.093799,0,0.093799,0,0,0.093799,0.093799,0,1,1,1
3865,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.082335,0,0.082335,0,0.082335,0,0,0.082335,0.082335,0,1,1,1
3866,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.067223,0,0.067223,0,0.067223,0,0,0.067223,0.067223,0,1,1,1
3867,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.115164,0,0.115164,0,0.115164,0,0,0.115164,0.115164,0,1,1,1
3868,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.14174,0,0.14174,0,0.14174,0,0,0.14174,0.14174,0,1,1,1
3869,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.167275,0,0.167275,0,0.167275,0,0,0.167275,0.167275,0,1,1,1
3870,1,1,1,1,1,1,1,1,1,1,1,1,1,0.041667,0.180302,0.041667,0.180302,0.041667,0.180302,0.041667,0.041667,0.180302,0.180302,0.041667,1,1,1
3871,1,1,1,1,1,1,1,1,1,1,1,1,1,0.103881,0.132361,0.103881,0.132361,0.103881,0.132361,0.103881,0.103881,0.132361,0.132361,0.103881,1,1,1
3872,1,1,1,1,1,1,1,1,1,1,1,1,1,0.285674,0.134445,0.285674,0.134445,0.285674,0.134445,0.285674,0.285674,0.134445,0.134445,0.285674,1,1,1
3873,1,1,1,1,1,1,1,1,1,1,1,1,1,0.458904,0.133403,0.458904,0.133403,0.458904,0.133403,0.458904,0.458904,0.133403,0.133403,0.458904,1,1,1
3874,1,1,1,1,1,1,1,1,1,1,1,1,1,0.679509,0.176133,0.679509,0.176133,0.679509,0.176133,0.679509,0.679509,0.176133,0.176133,0.679509,1,1,1
3875,1,1,1,1,1,1,1,1,1,1,1,1,1,0.769977,0.180823,0.769977,0.180823,0.769977,0.180823,0.769977,0.769977,0.180823,0.180823,0.769977,1,1,1
3876,1,1,1,1,1,1,1,1,1,1,1,1,1,0.745434,0.161021,0.745434,0.161021,0.745434,0.161021,0.745434,0.745434,0.161021,0.161021,0.745434,1,1,1
3877,1,1,1,1,1,1,1,1,1,1,1,1,1,0.693208,0.126107,0.693208,0.126107,0.693208,0.126107,0.693208,0.693208,0.126107,0.126107,0.693208,1,1,1
3878,1,1,1,1,1,1,1,1,1,1,1,1,1,0.771689,0.107869,0.771689,0.107869,0.771689,0.107869,0.771689,0.771689,0.107869,0.107869,0.771689,1,1,1
3879,1,1,1,1,1,1,1,1,1,1,1,1,1,0.712329,0.110474,0.712329,0.110474,0.712329,0.110474,0.712329,0.712329,0.110474,0.110474,0.712329,1,1,1
3880,1,1,1,1,1,1,1,1,1,1,1,1,1,0.378425,0.120375,0.378425,0.120375,0.378425,0.120375,0.378425,0.378425,0.120375,0.120375,0.378425,1,1,1
3881,1,1,1,1,1,1,1,1,1,1,1,1,1,0.333904,0.092236,0.333904,0.092236,0.333904,0.092236,0.333904,0.333904,0.092236,0.092236,0.333904,1,1,1
3882,1,1,1,1,1,1,1,1,1,1,1,1,1,0.199772,0.06618,0.199772,0.06618,0.199772,0.06618,0.199772,0.199772,0.06618,0.06618,0.199772,1,1,1
3883,1,1,1,1,1,1,1,1,1,1,1,1,1,0.127854,0.050026,0.127854,0.050026,0.127854,0.050026,0.127854,0.127854,0.050026,0.050026,0.127854,1,1,1
3884,1,1,1,1,1,1,1,1,1,1,1,1,1,0.019121,0.039604,0.019121,0.039604,0.019121,0.039604,0.019121,0.019121,0.039604,0.039604,0.019121,1,1,1
3885,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.039604,0,0.039604,0,0.039604,0,0,0.039604,0.039604,0,1,1,1
3886,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.038562,0,0.038562,0,0.038562,0,0,0.038562,0.038562,0,1,1,1
3887,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.045857,0,0.045857,0,0.045857,0,0,0.045857,0.045857,0,1,1,1
3888,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.050547,0,0.050547,0,0.050547,0,0,0.050547,0.050547,0,1,1,1
3889,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.088588,0,0.088588,0,0.088588,0,0,0.088588,0.088588,0,1,1,1
3890,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.073476,0,0.073476,0,0.073476,0,0,0.073476,0.073476,0,1,1,1
3891,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.074518,0,0.074518,0,0.074518,0,0,0.074518,0.074518,0,1,1,1
3892,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.06149,0,0.06149,0,0.06149,0,0,0.06149,0.06149,0,1,1,1
3893,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.040646,0,0.040646,0,0.040646,0,0,0.040646,0.040646,0,1,1,1
3894,1,1,1,1,1,1,1,1,1,1,1,1,1,0.019692,0.024492,0.019692,0.024492,0.019692,0.024492,0.019692,0.019692,0.024492,0.024492,0.019692,1,1,1
3895,1,1,1,1,1,1,1,1,1,1,1,1,1,0.041381,0.014591,0.041381,0.014591,0.041381,0.014591,0.041381,0.041381,0.014591,0.014591,0.041381,1,1,1
3896,1,1,1,1,1,1,1,1,1,1,1,1,1,0.109874,0.013028,0.109874,0.013028,0.109874,0.013028,0.109874,0.109874,0.013028,0.013028,0.109874,1,1,1
3897,1,1,1,1,1,1,1,1,1,1,1,1,1,0.137557,0.015112,0.137557,0.015112,0.137557,0.015112,0.137557,0.137557,0.015112,0.015112,0.137557,1,1,1
3898,1,1,1,1,1,1,1,1,1,1,1,1,1,0.190068,0.029703,0.190068,0.029703,0.190068,0.029703,0.190068,0.190068,0.029703,0.029703,0.190068,1,1,1
3899,1,1,1,1,1,1,1,1,1,1,1,1,1,0.325057,0.025013,0.325057,0.025013,0.325057,0.025013,0.325057,0.325057,0.025013,0.025013,0.325057,1,1,1
3900,1,1,1,1,1,1,1,1,1,1,1,1,1,0.545662,0.115164,0.545662,0.115164,0.545662,0.115164,0.545662,0.545662,0.115164,0.115164,0.545662,1,1,1
3901,1,1,1,1,1,1,1,1,1,1,1,1,1,0.265696,0.098489,0.265696,0.098489,0.265696,0.098489,0.265696,0.265696,0.098489,0.098489,0.265696,1,1,1
3902,1,1,1,1,1,1,1,1,1,1,1,1,1,0.504566,0.049505,0.504566,0.049505,0.504566,0.049505,0.504566,0.504566,0.049505,0.049505,0.504566,1,1,1
3903,1,1,1,1,1,1,1,1,1,1,1,1,1,0.633847,0.058885,0.633847,0.058885,0.633847,0.058885,0.633847,0.633847,0.058885,0.058885,0.633847,1,1,1
3904,1,1,1,1,1,1,1,1,1,1,1,1,1,0.663527,0.071391,0.663527,0.071391,0.663527,0.071391,0.663527,0.663527,0.071391,0.071391,0.663527,1,1,1
3905,1,1,1,1,1,1,1,1,1,1,1,1,1,0.457763,0.066701,0.457763,0.066701,0.457763,0.066701,0.457763,0.457763,0.066701,0.066701,0.457763,1,1,1
3906,1,1,1,1,1,1,1,1,1,1,1,1,1,0.142694,0.063054,0.142694,0.063054,0.142694,0.063054,0.142694,0.142694,0.063054,0.063054,0.142694,1,1,1
3907,1,1,1,1,1,1,1,1,1,1,1,1,1,0.049372,0.088067,0.049372,0.088067,0.049372,0.088067,0.049372,0.049372,0.088067,0.088067,0.049372,1,1,1
3908,1,1,1,1,1,1,1,1,1,1,1,1,1,0.010845,0.127671,0.010845,0.127671,0.010845,0.127671,0.010845,0.010845,0.127671,0.127671,0.010845,1,1,1
3909,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.165711,0,0.165711,0,0.165711,0,0,0.165711,0.165711,0,1,1,1
3910,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.204794,0,0.204794,0,0.204794,0,0,0.204794,0.204794,0,1,1,1
3911,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.249609,0,0.249609,0,0.249609,0,0,0.249609,0.249609,0,1,1,1
3912,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.205315,0,0.205315,0,0.205315,0,0,0.205315,0.205315,0,1,1,1
3913,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.222512,0,0.222512,0,0.222512,0,0,0.222512,0.222512,0,1,1,1
3914,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.284523,0,0.284523,0,0.284523,0,0,0.284523,0.284523,0,1,1,1
3915,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.29703,0,0.29703,0,0.29703,0,0,0.29703,0.29703,0,1,1,1
3916,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.445023,0,0.445023,0,0.445023,0,0,0.445023,0.445023,0,1,1,1
3917,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.455446,0,0.455446,0,0.455446,0,0,0.455446,0.455446,0,1,1,1
3918,1,1,1,1,1,1,1,1,1,1,1,1,1,0.019692,0.460657,0.019692,0.460657,0.019692,0.460657,0.019692,0.019692,0.460657,0.460657,0.019692,1,1,1
3919,1,1,1,1,1,1,1,1,1,1,1,1,1,0.079909,0.469515,0.079909,0.469515,0.079909,0.469515,0.079909,0.079909,0.469515,0.469515,0.079909,1,1,1
3920,1,1,1,1,1,1,1,1,1,1,1,1,1,0.196062,0.440855,0.196062,0.440855,0.196062,0.440855,0.196062,0.196062,0.440855,0.440855,0.196062,1,1,1
3921,1,1,1,1,1,1,1,1,1,1,1,1,1,0.281678,0.34914,0.281678,0.34914,0.281678,0.34914,0.281678,0.281678,0.34914,0.34914,0.281678,1,1,1
3922,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6875,0.38197,0.6875,0.38197,0.6875,0.38197,0.6875,0.6875,0.38197,0.38197,0.6875,1,1,1
3923,1,1,1,1,1,1,1,1,1,1,1,1,1,0.494578,0.425743,0.494578,0.425743,0.494578,0.425743,0.494578,0.494578,0.425743,0.425743,0.494578,1,1,1
3924,1,1,1,1,1,1,1,1,1,1,1,1,1,0.70605,0.452319,0.70605,0.452319,0.70605,0.452319,0.70605,0.70605,0.452319,0.452319,0.70605,1,1,1
3925,1,1,1,1,1,1,1,1,1,1,1,1,1,0.986301,0.489317,0.986301,0.489317,0.986301,0.489317,0.986301,0.986301,0.489317,0.489317,0.986301,1,1,1
3926,1,1,1,1,1,1,1,1,1,1,1,1,1,0.942352,0.516936,0.942352,0.516936,0.942352,0.516936,0.942352,0.942352,0.516936,0.516936,0.942352,1,1,1
