Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8
,,,,,,,,45,19008.13115679536,18641.565892140978,415.5659581325868,4554.682814000269,9528.94184579703,535.7492099168286,7075.649112960847,142.61581025610943
,,,,,,,,46,18517.95322488218,18160.840872871202,404.8494252840576,4437.227553203155,9283.211375570138,521.9334151090752,6893.183671170451,138.9380619097408
,,,,,,,,47,17720.500224243042,17378.766478777725,387.4150800797508,4246.143777158947,8883.44123482539,499.45699112430657,6596.337149539464,132.9548642513714
,,,,,,,,48,17100.436599594712,16770.66056763615,373.8589165540152,4097.5656180818605,8572.597934596177,481.98033367370033,6365.522631292952,128.3025985704316
,,,,,,,,49,16771.256847387944,16447.82893361055,366.6622122596664,4018.688355097643,8407.577255302785,472.7023151925228,6242.987680197886,125.8328009510012
,,,,,,,,50,16701.055508719677,16378.981403587426,365.1274329420564,4001.866878640298,8372.384712272178,470.72367187317775,6216.855703541191,125.3060884239962
,,,,,,,,51,16763.482612762444,16440.20462242305,366.49224777266636,4016.8255116361433,8403.679963715784,472.4831963310228,6240.093773591387,125.77447176750121
,,,,,,,,52,16987.464531710797,16659.867127183876,371.38906061472596,4070.495522036727,8515.964052170526,478.79618602592694,6323.469538049936,127.454982207483
,,,,,,,,53,17391.75271948145,17056.358756454152,380.2278258108792,4167.370088271189,8718.63724494424,490.19115565182835,6473.96309965172,130.4883097345436
,,,,,,,,54,18191.83030173016,17841.007118004527,397.7195510259972,4359.082760268,9119.723111328756,512.7415541642393,6771.786604153061,136.4911993252626
,,,,,,,,55,19235.17301449231,18864.2293257852,420.5296689967296,4609.0860395873,9642.759908220409,542.1484447956192,7160.163919059714,144.3192790627168
,,,,,,,,56,19556.855294826248,19179.708074101578,427.56245953981556,4686.166776337247,9804.022039507294,551.2151450467662,7279.9079866234715,146.73282401757982
,,,,,,,,57,19078.55017403314,18710.626902877353,417.1054964558328,4571.556450074536,9564.243512992072,537.7339885642956,7101.862119002523,143.1441560002524
,,,,,,,,58,18224.53184225886,17873.078020583627,398.434489644114,4366.918625004454,9136.116678660313,513.663255743253,6783.959532902642,136.736555202737
,,,,,,,,59,17281.598034225815,16948.328366376227,377.81956500167877,4140.975086696502,8663.415740989718,487.08641667946256,6432.9587581629,129.6618318676954
,,,,,,,,60,16284.036234326308,15970.004202316502,356.010333901992,3901.9417199532845,8163.329314795592,458.969873199684,6061.623080480604,122.17724102603601
,,,,,,,,61,15322.431824416662,15026.944002361202,334.98722254757763,3671.5243767881957,7681.268641649658,431.8667982781152,5703.672299634691,114.96243432390081
,,,,,,,,62,14548.83950469011,14268.270144164402,318.0745323467712,3486.1580398960227,7293.460068243732,410.0628939030624,5415.707756160375,109.15826059552961
,,,,,,,,63,13867.69838313,13600.26459460935,303.1830598253688,3322.9446374480076,6951.998086390408,390.86475102896753,5162.157550050555,104.0477375173404
,,,,,,,,64,13446.676932751423,13187.362397939101,293.97846306739683,3222.060486947014,6740.936363204838,378.9981499655736,5005.435143868942,100.88886225571441
,,,,,,,,65,13422.83801969579,13163.98321011375,293.45728396446,3216.3482637566703,6728.98570828246,378.32624388867,4996.561268650769,100.71000164743
,,,,,,,,66,14220.49626012904,13946.258886022575,310.8961162312236,3407.4812188682627,7128.858737525104,400.80845261138217,5293.484189416168,106.6947391962438
,,,,,,,,67,15406.685869593979,15109.57323728685,336.82922967188875,3691.7131290865477,7723.505928952928,434.2415208515076,5735.035301873295,115.5945826830004
,,,,,,,,68,15768.579601104855,15464.487972789451,344.7411445275336,3778.4292373567573,7904.926411244413,444.44159150187716,5869.747811968513,118.3098295065988
,,,,,,,,69,15983.260425747263,15675.028751645552,349.4346118573464,3829.870541840003,8012.547780044466,450.49242739088277,5949.661306563046,119.9205549114412
,,,,,,,,70,15887.006072002023,15580.630629970876,347.330247550902,3806.8063043744796,7964.294633447502,447.779472942879,5913.831270086649,119.19836962469101
,,,,,,,,71,15394.262642662432,15097.389588009226,336.5576264216628,3688.736305235071,7717.278056996904,433.8913689108306,5730.410839116108,115.50137264776741
,,,,,,,,72,14956.654085286887,14668.220160989327,326.9903934342276,3583.877591924621,7497.901072481307,421.5572558445402,5567.513993798866,112.2180462402258
,,,,,,,,73,14718.890003194445,14435.0412773553,321.7922675496144,3526.905132635489,7378.707865501134,414.85581223196874,5479.007911708312,110.4341298237352
,,,,,,,,74,14687.957878466505,14404.705668002476,321.11601284873876,3519.4932510708727,7363.201321734779,413.9839821058326,5467.49363610237,110.2020496684254
,,,,,,,,75,14772.180826705322,14487.304405683377,322.957340115102,3539.6745519953793,7405.423019871701,416.357828203779,5498.8450627145485,110.83396471079101
,,,,,,,,76,14995.696291576147,14706.50945177295,327.8439550879416,3593.2327917882735,7517.473270831221,422.65767076699314,5582.0471927767085,112.5109753997628
,,,,,,,,77,15446.129226389918,15148.255942527752,337.691561493132,3701.1644516728143,7743.279227548732,435.353242307214,5749.717826432034,115.890521628406
,,,,,,,,78,16276.638272656683,15962.748907790476,355.8485956961628,3900.169038115321,8159.620652121403,458.7613596910806,6058.869238953858,122.1217349750174
,,,,,,,,79,17394.0725510937,17058.6338509125,380.2785432138,4167.925960760101,8719.8001967538,490.25654072009996,6474.8266413831,130.5057151629
,,,,,,,,80,17775.986491612162,17433.182712585152,388.6281506163672,4259.439263512365,8911.256984340127,501.0208862626044,6616.991539771376,133.37117129984762
,,,,,,,,81,17251.732534488492,16919.038812518324,377.1666294284196,4133.818787254804,8648.4439056291,486.24464966112413,6421.84152654337,129.4377544763618
,,,,,,,,82,16275.173606853237,15961.31248756275,355.816574386812,3899.8180784071747,8158.886402386412,458.72007769757397,6058.3240269491935,122.110745756846
,,,,,,,,83,15278.662883475097,14984.019130375576,334.0303224857676,3661.0365680999507,7659.326890014848,430.6331590878702,5687.379605440096,114.6340410207958
,,,,,,,,84,14420.90358999903,14142.801429538426,315.27752876290435,3455.502342756194,7229.324678971423,406.4569862706738,5368.084471481167,108.1983722201802
,,,,,,,,85,13664.968111953911,13401.443906910676,298.7508619049724,3274.3668959337797,6850.3676342178915,385.15074465385976,5086.692568691533,102.52667573337419
,,,,,,,,86,13116.918777488514,12863.963515161151,286.7691134152152,3143.0446284092604,6575.625725417376,369.70382904110033,4882.684886122352,98.4147249450316
,,,,,,,,87,12689.220814413558,12444.513560043077,277.4185511558076,3040.5606679435305,6361.217008216887,357.6490486994502,4723.477192947076,95.20575658061581
,,,,,,,,88,12557.310710981923,12315.147297538051,274.5346617261864,3008.952685226183,6295.0893234853065,353.93112750506276,4674.374543210626,94.2160503266612
,,,,,,,,89,12793.818476758885,12547.094092484176,279.7053213497004,3065.6241090119365,6413.652728145021,360.59716150961583,4762.41296999357,95.99054074709821
,,,,,,,,90,13573.110865312854,13311.35809564365,296.7426295123752,3252.3562827300807,6804.318795742534,382.5617238339204,5052.499325791772,101.8374814328116
,,,,,,,,91,14380.235013826114,14102.917132854376,314.38841053851,3445.757436040395,7208.93716722151,405.310731682395,5352.945867241245,107.893240595455
,,,,,,,,92,14527.460359469984,14247.303288398776,317.6071300075212,3481.035220376898,7282.7425163794815,409.4603170339374,5407.749512992499,108.99785534090461
,,,,,,,,93,14520.074836575759,14240.060192770652,317.4456637448712,3479.265519088473,7279.040089371832,409.2521541155124,5405.000301716324,108.94244261657961
,,,,,,,,94,14192.698706802103,13918.997398940552,310.2883912115064,3400.8204357873233,7114.923581726627,400.0249712102028,5283.136736953967,106.48617736772121
,,,,,,,,95,13573.770120409097,13312.00463723235,296.7570425008728,3252.514251855616,6804.649286069113,382.5803051133756,5052.744729072003,101.8424277475724
,,,,,,,,96,13005.871610097873,12755.0578541589,284.3413406829072,3116.4357724051947,6519.9568123886675,366.5739352234344,4841.348324155106,97.5815508879176
,,,,,,,,97,12623.895475702406,12380.447997996751,275.990373564444,3024.9075669052386,6328.468846469644,355.807836730038,4699.160274513978,94.715628117502
,,,,,,,,98,12480.084573906055,12239.4104399259,272.8463024981232,2990.447943417026,6256.375187776682,351.7544883824664,4645.627632544298,93.6366315494456
,,,,,,,,99,12470.77726021241,12230.282614572227,272.6428210142868,2988.217747224919,6251.709350288728,351.4921592814786,4642.163047554996,93.56679985095941
,,,,,,,,100,12625.341483342747,12381.866119877624,276.021986959026,3025.254055789077,6329.193742704825,355.84859283827694,4699.698541142786,94.726477345633
,,,,,,,,101,12994.552324483144,12743.956857069901,284.09387238983516,3113.7234723252504,6514.282355837995,366.25489816109035,4837.134796136042,97.4966235967416
,,,,,,,,102,13765.355248826068,13499.895112412625,300.94557933270596,3298.421420983437,6900.692581022506,387.98018268863694,5124.061005919946,103.279868814073
,,,,,,,,103,14803.268436125772,14517.792501259952,323.6369941057176,3547.123690429226,7421.007509469799,417.2340407071452,5510.417216452621,111.06721144977081
,,,,,,,,104,15254.600072462248,14960.420362388026,333.50424840560515,3655.2706950179154,7647.263993094765,429.95494238775535,5678.422385711657,114.4535005320266
,,,,,,,,105,14993.995289040087,14704.841252485125,327.806766858186,3592.825201638897,7516.620543431986,422.6097275600969,5581.414006011206,112.498212974413
,,,,,,,,106,14466.889742655789,14187.900755074726,316.28290269640684,3466.521434399659,7252.377938166847,407.7531181602186,5385.2025078399365,108.54340100641942
,,,,,,,,107,13883.281059013352,13615.546763953575,303.5237366431116,3326.6785208822384,6959.809817647391,391.30395287495816,5167.958096452624,104.1646525327478
,,,,,,,,108,13229.4243912949,12974.299496942176,289.22877148528437,3170.002953846704,6632.025770347803,372.8748295571838,4924.564344968977,99.2588415569702
,,,,,,,,109,12570.744588414786,12328.32210727005,274.82836035972235,3012.171678727655,6301.823843347641,354.30976489773474,4679.375213826658,94.3168431557492
,,,,,,,,110,12082.72478403365,11849.713596785925,264.1590096527844,2895.233543275454,6057.1752612653045,340.55479748593376,4497.713120510228,90.6552869907202
,,,,,,,,111,11696.50080783881,11470.937816990925,255.7151739386244,2802.687480108134,5863.557815223144,329.6689724466138,4353.943840299307,87.7574931544402
,,,,,,,,112,11424.993437777848,11204.666373078677,249.7793341946364,2737.629535058708,5727.448803838757,322.0164653275878,4252.877045973902,85.7204047498862
,,,,,,,,113,11405.756871620511,11185.800777476326,249.35877406800358,2733.0201151975725,5717.805345535883,321.4742776166922,4245.716363466778,85.57607501823381
,,,,,,,,114,11911.68540288495,11681.972651211976,260.4196549671948,2854.249496847685,5971.431728518035,335.7340072378446,4434.044860041942,89.37199829037341
,,,,,,,,115,12664.324605448855,12420.097465896226,276.87425688263875,3034.5950980424227,6348.736321638678,356.94734245738255,4714.20974643042,95.01896320337539
,,,,,,,,116,12791.165907904662,12544.492677507,279.647329466736,3064.988506822872,6412.322972255536,360.52239815407194,4761.425569059431,95.970638829688
,,,,,,,,117,12857.405496607773,12609.454858548976,281.0954948817708,3080.860678252237,6445.52945549341,362.3893785015966,4786.082810909455,96.4676268047814
,,,,,,,,118,12798.150280292213,12551.342358677852,279.8000255618568,3066.6620853886843,6415.8242990172985,360.7192545392436,4764.025454754712,96.02304176814441
,,,,,,,,119,12493.21681103545,12252.289426383826,273.1334065095636,2993.5946585921924,6262.958492725444,352.12462396331216,4650.516019583998,93.7351612062138
,,,,,,,,120,12091.637166608323,11858.454107131276,264.3538569406812,2897.369107019718,6061.643116340641,340.8059953487574,4501.030695043919,90.7221555666846
,,,,,,,,121,11766.341422020452,11539.43157897495,257.2420669040376,2819.4225206288656,5898.569523924117,331.6374486507852,4379.941539689461,88.28149920733081
,,,,,,,,122,11639.005678242462,11414.55146117265,254.4581845785672,2788.910635004265,5834.7350055623265,328.04845699450436,4332.541664600276,87.3261138449476
,,,,,,,,123,11634.614790525979,11410.24525021395,254.36218863630955,2787.858501017209,5832.53381527399,327.92469866152913,4330.907186148925,87.2931695221068
,,,,,,,,124,11771.229860752965,11544.22574584965,257.34894057346315,2820.5938765974565,5901.020140874021,331.77523059089634,4381.7612281636275,88.3181765979156
,,,,,,,,125,12015.816611152748,11784.095724981828,262.6962272918676,2879.2011673084007,6023.6336109509475,338.66897291632023,4472.807002692046,90.15328270584581
,,,,,,,,126,12443.931273203632,12203.954343179552,272.0558996477784,2981.7849761836674,6238.251222980499,350.7354980289468,4632.169809261431,93.36537751449721
,,,,,,,,127,12982.50537050747,12732.142224453752,283.83049542078,3110.8368100973103,6508.24311279478,365.91535157331,4832.65039845861,97.40623669399001
,,,,,,,,128,13417.315203417833,13158.56689944615,293.3365411928952,3215.0248997616204,6726.2170723390545,378.17058184946035,4994.505437397512,100.6685645954716
,,,,,,,,129,13522.012375966367,13261.24502307045,295.6254869322216,3240.112185226333,6778.702677599502,381.1214993810532,5033.478256448569,101.4540953755028
,,,,,,,,130,13232.817067285469,12977.626746344402,289.3029439874112,3170.8158987333027,6633.726548396372,372.9704530283424,4925.827245812055,99.28429641264961
,,,,,,,,131,12743.705760362911,12497.947782569552,278.6097302664984,3053.616220059107,6388.530786575218,359.1847213283868,4743.75884800807,95.6145508302572
,,,,,,,,132,12120.80920461705,11887.06357243125,264.99163168169997,2904.3592408246504,6076.267313291701,341.62821696465,4511.88979019415,90.94102999485
,,,,,,,,133,11549.57710249841,11326.8474847206,252.50304909170876,2767.481974097938,5789.9036809787485,325.52788890689754,4299.252478124385,86.6551415813104
,,,,,,,,134,11086.105221370753,10872.313499242126,242.370378248922,2656.4259531597695,5557.561186811523,312.46481121216897,4126.728184308638,83.17776564610101
,,,,,,,,135,10743.902071319344,10536.709619115225,234.88894944595077,2574.428054808847,5386.011764651592,302.81972481420655,3999.345360866364,80.6102549784714
,,,,,,,,136,10598.421263925437,10394.0343590013,231.70837000782237,2539.5682925451047,5313.080967725742,298.71930973518477,3945.1911077576083,79.5187293017992
,,,,,,,,137,10642.183985479302,10436.953131537975,232.66513409804278,2550.0546109585807,5335.019601527283,299.9527736303406,3961.481486826918,79.8470759415574
,,,,,,,,138,11108.709585967856,10894.4819464509,242.86456699132316,2661.8423568084263,5568.892951829883,313.1019212138664,4135.142507157698,83.3473635800456
,,,,,,,,139,11712.6929837168,11486.81773233225,256.069175972148,2806.567410469746,5871.675094140549,330.12535321134595,4359.971268979326,87.878981177834
,,,,,,,,140,11751.648118578258,11525.021630830577,256.9208340236076,2815.9017464866306,5891.203642824687,331.2233140025502,4374.472056203176,88.1712570505158
,,,,,,,,141,11658.183160216646,11433.359112009975,254.87745297509878,2793.505897255093,5844.348844449139,328.5889794020526,4339.68035341719,87.4700002748054
,,,,,,,,142,11481.412613302027,11259.997524228602,251.0128004696928,2751.1485626275057,5755.7322283439335,323.6066547292656,4273.878704998593,86.1437113003824
,,,,,,,,143,11124.099460832496,10909.575032877676,243.20102868978842,2665.5300417248122,5576.608030255509,313.5356889120918,4140.871284675925,83.4628320317022
,,,,,,,,144,10670.656342371733,10464.876408831075,233.28761203523158,2556.8770888519784,5349.293042235511,300.75527454869814,3972.0801303825638,80.0607007432078
,,,,,,,,145,10270.053141813569,10071.998703063677,224.5294100059164,2460.885510418268,5148.467165674037,289.4641672631478,3822.9582805122614,77.0550212491262
,,,,,,,,146,10000.797190100151,9807.935259671325,218.6427919773636,2396.3670448352923,5013.486809933243,281.8751169664122,3722.729561540098,75.0348249761138
,,,,,,,,147,9855.23242097229,9665.177656996577,215.4603769227756,2361.4871638621667,4940.513922258256,277.7723354036862,3668.544054239992,73.94266934425981
,,,,,,,,148,9790.071896035199,9601.273730347426,214.0358025785364,2345.873555105258,4907.848383092656,275.93576875413777,3644.2884866269515,73.4537774598362
,,,,,,,,149,9835.187334413898,9645.519133030724,215.02214048949477,2356.6840082810345,4930.465145630335,277.2073593311946,3661.082405445792,73.7922733775234
,,,,,,,,150,10034.391212763861,9840.88143317475,219.377242518588,2404.416764001126,5030.3277863389885,282.821973390726,3735.2347107681057,75.286877043854
,,,,,,,,151,10335.52774582953,10136.210651884801,225.9608509154304,2476.574378051021,5181.29015541975,291.3095863147008,3847.3307619522047,77.54626963256321
,,,,,,,,152,10676.909936704486,10471.0094047503,233.4243314685744,2558.3755601324087,5352.428023588095,300.9315337608888,3974.407988856832,80.1076207384152
,,,,,,,,153,11004.509964435356,10792.291778742601,240.58649897916482,2636.87429332525,5516.656773231005,310.1650272894096,4096.354898129458,82.56556586775841
,,,,,,,,154,11264.791339697096,11047.553717300101,246.2769100039248,2699.24229241627,5647.138095563765,317.5011267724296,4193.242891315078,84.51842693133841
,,,,,,,,155,11316.67036219998,11098.432270716525,247.41111701857318,2711.673419403551,5673.145501782133,318.96335075899134,4212.5545088815725,84.9076692386706
,,,,,,,,156,11246.472133225567,11029.587790417876,245.87640568675798,2694.852688083591,5637.954517668158,316.98479508719095,4186.423689787521,84.380980043339
,,,,,,,,157,11167.031894128357,10951.679528979526,244.1396405727972,2675.8174084565994,5598.130433315557,314.74575091283936,4156.852594519661,83.7849491146626
,,,,,,,,158,11109.897489018635,10895.646941200352,242.8905375649368,2662.126999289344,5569.488457984377,313.13540257590364,4135.584696087171,83.35627627928442
,,,,,,,,159,11002.793413430043,10790.6083308324,240.5489708204352,2636.4629774889504,5515.796251248594,310.11664584479036,4095.715923550742,82.5526867840416
,,,,,,,,160,10974.392579496169,10762.755197202227,239.92805655652683,2629.6576377553993,5501.558665622967,309.3161608199586,4085.1439039358766,82.3395986108794
,,,,,,,,161,11094.750170274308,10880.791733282626,242.55937875846598,2658.497435088957,5561.894975056264,312.70847138615693,4129.946208455066,83.242627698153
,,,,,,,,162,11507.792146233274,11285.868336950027,251.5895239669812,2757.4695630610677,5768.9565181569415,324.3501688501074,4283.6983088957695,86.34163388583461
,,,,,,,,163,11843.365428996056,11614.970204496225,258.9260070554388,2837.8788285080227,5937.182330051479,333.8083906829826,4408.61320878402,88.8594014257754
,,,,,,,,164,11784.50514379947,11557.245019633425,257.6391719314644,2823.774868092314,5907.675155987983,332.14939795879377,4386.702863084887,88.4177795116602
,,,,,,,,165,11537.881543927808,11315.377470970125,252.24735451746596,2764.679512394457,5784.0405955152655,325.19824649165696,4294.898885025566,86.56739115765299
,,,,,,,,166,11157.646838088454,10942.475460513975,243.93445944409078,2673.568583829877,5593.42562291173,314.48123062323657,4153.359070464294,83.7145341243414
,,,,,,,,167,10570.682794781653,10366.830816684302,231.1019367182064,2532.921667074473,5299.175431343327,297.93749363735276,3934.8656489856166,79.3106107750712
,,,,,,,,168,9970.735779650267,9778.4535731715,217.985573299032,2389.1638017383643,4998.416762824632,281.027828152764,3711.539403474084,74.80927768935601
,,,,,,,,169,9567.59817860419,9383.090341956975,209.17196284695478,2292.5649363362045,4796.320369205795,269.6652881183646,3561.474140050062,71.7845828814534
,,,,,,,,170,9400.968343335073,9219.673905688574,205.52901201839157,2252.6374947197983,4712.787380246672,264.9687820885182,3499.4473034089838,70.5343784939878
,,,,,,,,171,9383.4949735908,9202.53750386355,205.1469998374104,2248.450567755731,4704.02782767573,264.4762905354108,3492.9429589202146,70.4032778211532
,,,,,,,,172,9559.211334290201,9374.8652350479,208.9886051583792,2290.5553008099387,4792.11597104174,269.4289026905784,3558.35219360297,71.7216573582936
,,,,,,,,173,10003.437320178971,9810.5244757506,218.7005119171488,2396.999666474818,5014.810330156188,281.9495297317776,3723.7123322236653,75.0546335668304
,,,,,,,,174,10904.887812250348,10694.590805461501,238.408506056952,2613.0030720722043,5466.715319918551,307.357150550604,4059.271221311124,81.81811237871601
,,,,,,,,175,12192.372589191702,11957.246881774425,266.5561887774324,2921.50708745645,6112.1426618083515,343.64524990852976,4538.528779288303,91.4779617948042
,,,,,,,,176,12772.669448883675,12526.3529163297,279.2429499592656,3060.5564296592715,6403.050536111745,360.0010705587912,4754.540386461247,95.83186203630481
,,,,,,,,177,12620.994131340169,12377.602605061576,275.9269428178956,3024.2123537254065,6327.014377249375,355.72606157092616,4698.080268568432,94.69385966621981
,,,,,,,,178,12382.629878334637,12143.835124603875,270.715695674886,2967.096082921047,6207.5202993586845,349.00770198224694,4609.350776887856,92.905440236763
,,,,,,,,179,12164.808262903529,11930.214124028025,265.9535626923252,2914.9021896793556,6098.324424757486,342.8683420731954,4528.268144024297,91.2711498417866
,,,,,,,,180,11889.849132668845,11660.557485948526,259.9422587161092,2849.0171421330238,5960.485015908469,335.1185461796634,4425.916455165605,89.20816327975861
,,,,,,,,181,11619.977461573088,11395.890197110124,254.04217950018597,2784.351139347897,5825.195994673985,327.51214166909693,4325.458538790206,87.18334733541299
,,,,,,,,182,11423.419932689649,11203.123212494327,249.74493338246762,2737.2524955421004,5726.659992021548,321.97211567002023,4252.291319276746,85.70859892314581
,,,,,,,,183,11231.405666521348,11014.811875336502,245.547014510952,2691.2424974552046,5630.401566572553,316.560142733604,4180.815298784124,84.26793808571601
