Time_Index,z1_natural_gas,z1_coal,z1_nuclear,z2_natural_gas,z2_coal,z2_nuclear,z3_natural_gas,z3_coal,z4_natural_gas,z5_natural_gas,z5_coal,z7_natural_gas,z7_coal,z1_solar,z1_wind,z3_solar,z3_wind,z4_solar,z4_wind,z5_solar,z7_solar,z7_wind,z6_wind,z8_solar
4413,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.156331,0,0.156331,0,0.156331,0,0,0.156331,0.156331,0
4414,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.161021,0,0.161021,0,0.161021,0,0,0.161021,0.161021,0
4415,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.151641,0,0.151641,0,0.151641,0,0,0.151641,0.151641,0
4416,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.14174,0,0.14174,0,0.14174,0,0,0.14174,0.14174,0
4417,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.180302,0,0.180302,0,0.180302,0,0,0.180302,0.180302,0
4418,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.298072,0,0.298072,0,0.298072,0,0,0.298072,0.298072,0
4419,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.180823,0,0.180823,0,0.180823,0,0,0.180823,0.180823,0
4420,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.128192,0,0.128192,0,0.128192,0,0,0.128192,0.128192,0
4421,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003139,0.105263,0.003139,0.105263,0.003139,0.105263,0.003139,0.003139,0.105263,0.105263,0.003139
4422,1,1,1,1,1,1,1,1,1,1,1,1,1,0.034532,0.130276,0.034532,0.130276,0.034532,0.130276,0.034532,0.034532,0.130276,0.130276,0.034532
4423,1,1,1,1,1,1,1,1,1,1,1,1,1,0.204909,0.117249,0.204909,0.117249,0.204909,0.117249,0.204909,0.204909,0.117249,0.117249,0.204909
4424,1,1,1,1,1,1,1,1,1,1,1,1,1,0.399543,0.092236,0.399543,0.092236,0.399543,0.092236,0.399543,0.399543,0.092236,0.092236,0.399543
4425,1,1,1,1,1,1,1,1,1,1,1,1,1,0.419806,0.076081,0.419806,0.076081,0.419806,0.076081,0.419806,0.419806,0.076081,0.076081,0.419806
4426,1,1,1,1,1,1,1,1,1,1,1,1,1,0.59218,0.079208,0.59218,0.079208,0.59218,0.079208,0.59218,0.59218,0.079208,0.079208,0.59218
4427,1,1,1,1,1,1,1,1,1,1,1,1,1,0.590183,0.079208,0.590183,0.079208,0.590183,0.079208,0.590183,0.590183,0.079208,0.079208,0.590183
4428,1,1,1,1,1,1,1,1,1,1,1,1,1,0.250571,0.1037,0.250571,0.1037,0.250571,0.1037,0.250571,0.250571,0.1037,0.1037,0.250571
4429,1,1,1,1,1,1,1,1,1,1,1,1,1,0.180651,0.113601,0.180651,0.113601,0.180651,0.113601,0.180651,0.180651,0.113601,0.113601,0.180651
4430,1,1,1,1,1,1,1,1,1,1,1,1,1,0.584475,0.128713,0.584475,0.128713,0.584475,0.128713,0.584475,0.584475,0.128713,0.128713,0.584475
4431,1,1,1,1,1,1,1,1,1,1,1,1,1,0.821918,0.14174,0.821918,0.14174,0.821918,0.14174,0.821918,0.821918,0.14174,0.14174,0.821918
4432,1,1,1,1,1,1,1,1,1,1,1,1,1,0.660103,0.153726,0.660103,0.153726,0.660103,0.153726,0.660103,0.660103,0.153726,0.153726,0.660103
4433,1,1,1,1,1,1,1,1,1,1,1,1,1,0.525685,0.131839,0.525685,0.131839,0.525685,0.131839,0.525685,0.525685,0.131839,0.131839,0.525685
4434,1,1,1,1,1,1,1,1,1,1,1,1,1,0.292237,0.093799,0.292237,0.093799,0.292237,0.093799,0.292237,0.292237,0.093799,0.093799,0.292237
4435,1,1,1,1,1,1,1,1,1,1,1,1,1,0.130993,0.114643,0.130993,0.114643,0.130993,0.114643,0.130993,0.130993,0.114643,0.114643,0.130993
4436,1,1,1,1,1,1,1,1,1,1,1,1,1,0.007135,0.126628,0.007135,0.126628,0.007135,0.126628,0.007135,0.007135,0.126628,0.126628,0.007135
4437,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.109953,0,0.109953,0,0.109953,0,0,0.109953,0.109953,0
4438,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.116727,0,0.116727,0,0.116727,0,0,0.116727,0.116727,0
4439,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.134966,0,0.134966,0,0.134966,0,0,0.134966,0.134966,0
4440,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.120375,0,0.120375,0,0.120375,0,0,0.120375,0.120375,0
4441,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.09901,0,0.09901,0,0.09901,0,0,0.09901,0.09901,0
4442,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.081292,0,0.081292,0,0.081292,0,0,0.081292,0.081292,0
4443,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.081292,0,0.081292,0,0.081292,0,0,0.081292,0.081292,0
4444,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.082856,0,0.082856,0,0.082856,0,0,0.082856,0.082856,0
4445,1,1,1,1,1,1,1,1,1,1,1,1,1,0.002854,0.095362,0.002854,0.095362,0.002854,0.095362,0.002854,0.002854,0.095362,0.095362,0.002854
4446,1,1,1,1,1,1,1,1,1,1,1,1,1,0.050228,0.092236,0.050228,0.092236,0.050228,0.092236,0.050228,0.050228,0.092236,0.092236,0.050228
4447,1,1,1,1,1,1,1,1,1,1,1,1,1,0.210902,0.060969,0.210902,0.060969,0.210902,0.060969,0.210902,0.210902,0.060969,0.060969,0.210902
4448,1,1,1,1,1,1,1,1,1,1,1,1,1,0.408676,0.040125,0.408676,0.040125,0.408676,0.040125,0.408676,0.408676,0.040125,0.040125,0.408676
4449,1,1,1,1,1,1,1,1,1,1,1,1,1,0.588185,0.045336,0.588185,0.045336,0.588185,0.045336,0.588185,0.588185,0.045336,0.045336,0.588185
4450,1,1,1,1,1,1,1,1,1,1,1,1,1,0.74629,0.051589,0.74629,0.051589,0.74629,0.051589,0.74629,0.74629,0.051589,0.051589,0.74629
4451,1,1,1,1,1,1,1,1,1,1,1,1,1,0.868436,0.044294,0.868436,0.044294,0.868436,0.044294,0.868436,0.868436,0.044294,0.044294,0.868436
4452,1,1,1,1,1,1,1,1,1,1,1,1,1,0.932934,0.052632,0.932934,0.052632,0.932934,0.052632,0.932934,0.932934,0.052632,0.052632,0.932934
4453,1,1,1,1,1,1,1,1,1,1,1,1,1,0.955194,0.06149,0.955194,0.06149,0.955194,0.06149,0.955194,0.955194,0.06149,0.06149,0.955194
4454,1,1,1,1,1,1,1,1,1,1,1,1,1,0.934361,0.079729,0.934361,0.079729,0.934361,0.079729,0.934361,0.934361,0.079729,0.079729,0.934361
4455,1,1,1,1,1,1,1,1,1,1,1,1,1,0.664669,0.106305,0.664669,0.106305,0.664669,0.106305,0.664669,0.664669,0.106305,0.106305,0.664669
4456,1,1,1,1,1,1,1,1,1,1,1,1,1,0.72032,0.103179,0.72032,0.103179,0.72032,0.103179,0.72032,0.72032,0.103179,0.103179,0.72032
4457,1,1,1,1,1,1,1,1,1,1,1,1,1,0.497717,0.1037,0.497717,0.1037,0.497717,0.1037,0.497717,0.497717,0.1037,0.1037,0.497717
4458,1,1,1,1,1,1,1,1,1,1,1,1,1,0.376998,0.096925,0.376998,0.096925,0.376998,0.096925,0.376998,0.376998,0.096925,0.096925,0.376998
4459,1,1,1,1,1,1,1,1,1,1,1,1,1,0.192922,0.114643,0.192922,0.114643,0.192922,0.114643,0.192922,0.192922,0.114643,0.114643,0.192922
4460,1,1,1,1,1,1,1,1,1,1,1,1,1,0.04024,0.125065,0.04024,0.125065,0.04024,0.125065,0.04024,0.04024,0.125065,0.125065,0.04024
4461,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.128713,0,0.128713,0,0.128713,0,0,0.128713,0.128713,0
4462,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.175091,0,0.175091,0,0.175091,0,0,0.175091,0.175091,0
4463,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.22147,0,0.22147,0,0.22147,0,0,0.22147,0.22147,0
4464,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.229807,0,0.229807,0,0.229807,0,0,0.229807,0.229807,0
4465,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.212611,0,0.212611,0,0.212611,0,0,0.212611,0.212611,0
4466,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.210005,0,0.210005,0,0.210005,0,0,0.210005,0.210005,0
4467,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.184992,0,0.184992,0,0.184992,0,0,0.184992,0.184992,0
4468,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.159458,0,0.159458,0,0.159458,0,0,0.159458,0.159458,0
4469,1,1,1,1,1,1,1,1,1,1,1,1,1,0.002568,0.127671,0.002568,0.127671,0.002568,0.127671,0.002568,0.002568,0.127671,0.127671,0.002568
4470,1,1,1,1,1,1,1,1,1,1,1,1,1,0.049087,0.072434,0.049087,0.072434,0.049087,0.072434,0.049087,0.049087,0.072434,0.072434,0.049087
4471,1,1,1,1,1,1,1,1,1,1,1,1,1,0.214897,0.030224,0.214897,0.030224,0.214897,0.030224,0.214897,0.214897,0.030224,0.030224,0.214897
4472,1,1,1,1,1,1,1,1,1,1,1,1,1,0.406963,0.022408,0.406963,0.022408,0.406963,0.022408,0.406963,0.406963,0.022408,0.022408,0.406963
4473,1,1,1,1,1,1,1,1,1,1,1,1,1,0.586758,0.025534,0.586758,0.025534,0.586758,0.025534,0.586758,0.586758,0.025534,0.025534,0.586758
4474,1,1,1,1,1,1,1,1,1,1,1,1,1,0.746005,0.033351,0.746005,0.033351,0.746005,0.033351,0.746005,0.746005,0.033351,0.033351,0.746005
4475,1,1,1,1,1,1,1,1,1,1,1,1,1,0.868151,0.051068,0.868151,0.051068,0.868151,0.051068,0.868151,0.868151,0.051068,0.051068,0.868151
4476,1,1,1,1,1,1,1,1,1,1,1,1,1,0.944064,0.071912,0.944064,0.071912,0.944064,0.071912,0.944064,0.944064,0.071912,0.071912,0.944064
4477,1,1,1,1,1,1,1,1,1,1,1,1,1,0.966324,0.088067,0.966324,0.088067,0.966324,0.088067,0.966324,0.966324,0.088067,0.088067,0.966324
4478,1,1,1,1,1,1,1,1,1,1,1,1,1,0.934075,0.105263,0.934075,0.105263,0.934075,0.105263,0.934075,0.934075,0.105263,0.105263,0.934075
4479,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8496,0.093799,0.8496,0.093799,0.8496,0.093799,0.8496,0.8496,0.093799,0.093799,0.8496
4480,1,1,1,1,1,1,1,1,1,1,1,1,1,0.719749,0.080771,0.719749,0.080771,0.719749,0.080771,0.719749,0.719749,0.080771,0.080771,0.719749
4481,1,1,1,1,1,1,1,1,1,1,1,1,1,0.557934,0.06149,0.557934,0.06149,0.557934,0.06149,0.557934,0.557934,0.06149,0.06149,0.557934
4482,1,1,1,1,1,1,1,1,1,1,1,1,1,0.377283,0.055758,0.377283,0.055758,0.377283,0.055758,0.377283,0.377283,0.055758,0.055758,0.377283
4483,1,1,1,1,1,1,1,1,1,1,1,1,1,0.189498,0.058364,0.189498,0.058364,0.189498,0.058364,0.189498,0.189498,0.058364,0.058364,0.189498
4484,1,1,1,1,1,1,1,1,1,1,1,1,1,0.038242,0.062533,0.038242,0.062533,0.038242,0.062533,0.038242,0.038242,0.062533,0.062533,0.038242
4485,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.079729,0,0.079729,0,0.079729,0,0,0.079729,0.079729,0
4486,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.071391,0,0.071391,0,0.071391,0,0,0.071391,0.071391,0
4487,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.065138,0,0.065138,0,0.065138,0,0,0.065138,0.065138,0
4488,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.112038,0,0.112038,0,0.112038,0,0,0.112038,0.112038,0
4489,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.127671,0,0.127671,0,0.127671,0,0,0.127671,0.127671,0
4490,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.12715,0,0.12715,0,0.12715,0,0,0.12715,0.12715,0
4491,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.152684,0,0.152684,0,0.152684,0,0,0.152684,0.152684,0
4492,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.142783,0,0.142783,0,0.142783,0,0,0.142783,0.142783,0
4493,1,1,1,1,1,1,1,1,1,1,1,1,1,0.002283,0.131839,0.002283,0.131839,0.002283,0.131839,0.002283,0.002283,0.131839,0.131839,0.002283
4494,1,1,1,1,1,1,1,1,1,1,1,1,1,0.020548,0.12715,0.020548,0.12715,0.020548,0.12715,0.020548,0.020548,0.12715,0.12715,0.020548
4495,1,1,1,1,1,1,1,1,1,1,1,1,1,0.122717,0.113601,0.122717,0.113601,0.122717,0.113601,0.122717,0.122717,0.113601,0.113601,0.122717
4496,1,1,1,1,1,1,1,1,1,1,1,1,1,0.394977,0.144867,0.394977,0.144867,0.394977,0.144867,0.394977,0.394977,0.144867,0.144867,0.394977
4497,1,1,1,1,1,1,1,1,1,1,1,1,1,0.576199,0.158416,0.576199,0.158416,0.576199,0.158416,0.576199,0.576199,0.158416,0.158416,0.576199
4498,1,1,1,1,1,1,1,1,1,1,1,1,1,0.727454,0.19333,0.727454,0.19333,0.727454,0.19333,0.727454,0.727454,0.19333,0.19333,0.727454
4499,1,1,1,1,1,1,1,1,1,1,1,1,1,0.850171,0.221991,0.850171,0.221991,0.850171,0.221991,0.850171,0.850171,0.221991,0.221991,0.850171
4500,1,1,1,1,1,1,1,1,1,1,1,1,1,0.821347,0.240229,0.821347,0.240229,0.821347,0.240229,0.821347,0.821347,0.240229,0.240229,0.821347
4501,1,1,1,1,1,1,1,1,1,1,1,1,1,0.913527,0.238145,0.913527,0.238145,0.913527,0.238145,0.913527,0.913527,0.238145,0.238145,0.913527
4502,1,1,1,1,1,1,1,1,1,1,1,1,1,0.381849,0.241793,0.381849,0.241793,0.381849,0.241793,0.381849,0.381849,0.241793,0.241793,0.381849
4503,1,1,1,1,1,1,1,1,1,1,1,1,1,0.210331,0.193851,0.210331,0.193851,0.210331,0.193851,0.210331,0.210331,0.193851,0.193851,0.210331
4504,1,1,1,1,1,1,1,1,1,1,1,1,1,0.217751,0.147994,0.217751,0.147994,0.217751,0.147994,0.217751,0.217751,0.147994,0.147994,0.217751
4505,1,1,1,1,1,1,1,1,1,1,1,1,1,0.408105,0.104742,0.408105,0.104742,0.408105,0.104742,0.408105,0.408105,0.104742,0.104742,0.408105
4506,1,1,1,1,1,1,1,1,1,1,1,1,1,0.338185,0.090151,0.338185,0.090151,0.338185,0.090151,0.338185,0.338185,0.090151,0.090151,0.338185
4507,1,1,1,1,1,1,1,1,1,1,1,1,1,0.182363,0.088588,0.182363,0.088588,0.182363,0.088588,0.182363,0.182363,0.088588,0.088588,0.182363
4508,1,1,1,1,1,1,1,1,1,1,1,1,1,0.03653,0.102137,0.03653,0.102137,0.03653,0.102137,0.03653,0.03653,0.102137,0.102137,0.03653
4509,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.119854,0,0.119854,0,0.119854,0,0,0.119854,0.119854,0
4510,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.127671,0,0.127671,0,0.127671,0,0,0.127671,0.127671,0
4511,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.100052,0,0.100052,0,0.100052,0,0,0.100052,0.100052,0
4512,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.113601,0,0.113601,0,0.113601,0,0,0.113601,0.113601,0
4513,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.129234,0,0.129234,0,0.129234,0,0,0.129234,0.129234,0
4514,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.140177,0,0.140177,0,0.140177,0,0,0.140177,0.140177,0
4515,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.142262,0,0.142262,0,0.142262,0,0,0.142262,0.142262,0
4516,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.154768,0,0.154768,0,0.154768,0,0,0.154768,0.154768,0
4517,1,1,1,1,1,1,1,1,1,1,1,1,1,0.002283,0.11308,0.002283,0.11308,0.002283,0.11308,0.002283,0.002283,0.11308,0.11308,0.002283
4518,1,1,1,1,1,1,1,1,1,1,1,1,1,0.011416,0.096925,0.011416,0.096925,0.011416,0.096925,0.011416,0.011416,0.096925,0.096925,0.011416
4519,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0371,0.086503,0.0371,0.086503,0.0371,0.086503,0.0371,0.0371,0.086503,0.086503,0.0371
4520,1,1,1,1,1,1,1,1,1,1,1,1,1,0.151256,0.076602,0.151256,0.076602,0.151256,0.076602,0.151256,0.151256,0.076602,0.076602,0.151256
4521,1,1,1,1,1,1,1,1,1,1,1,1,1,0.182078,0.082335,0.182078,0.082335,0.182078,0.082335,0.182078,0.182078,0.082335,0.082335,0.182078
4522,1,1,1,1,1,1,1,1,1,1,1,1,1,0.145548,0.097447,0.145548,0.097447,0.145548,0.097447,0.145548,0.145548,0.097447,0.097447,0.145548
4523,1,1,1,1,1,1,1,1,1,1,1,1,1,0.144121,0.130276,0.144121,0.130276,0.144121,0.130276,0.144121,0.144121,0.130276,0.130276,0.144121
4524,1,1,1,1,1,1,1,1,1,1,1,1,1,0.295091,0.14643,0.295091,0.14643,0.295091,0.14643,0.295091,0.295091,0.14643,0.14643,0.295091
4525,1,1,1,1,1,1,1,1,1,1,1,1,1,0.197203,0.175091,0.197203,0.175091,0.197203,0.175091,0.197203,0.197203,0.175091,0.175091,0.197203
4526,1,1,1,1,1,1,1,1,1,1,1,1,1,0.900114,0.217822,0.900114,0.217822,0.900114,0.217822,0.900114,0.900114,0.217822,0.217822,0.900114
4527,1,1,1,1,1,1,1,1,1,1,1,1,1,0.387272,0.224075,0.387272,0.224075,0.387272,0.224075,0.387272,0.387272,0.224075,0.224075,0.387272
4528,1,1,1,1,1,1,1,1,1,1,1,1,1,0.451484,0.181866,0.451484,0.181866,0.451484,0.181866,0.451484,0.451484,0.181866,0.181866,0.451484
4529,1,1,1,1,1,1,1,1,1,1,1,1,1,0.560217,0.152684,0.560217,0.152684,0.560217,0.152684,0.560217,0.560217,0.152684,0.152684,0.560217
4530,1,1,1,1,1,1,1,1,1,1,1,1,1,0.337329,0.045857,0.337329,0.045857,0.337329,0.045857,0.337329,0.337329,0.045857,0.045857,0.337329
4531,1,1,1,1,1,1,1,1,1,1,1,1,1,0.065925,0.047421,0.065925,0.047421,0.065925,0.047421,0.065925,0.065925,0.047421,0.047421,0.065925
4532,1,1,1,1,1,1,1,1,1,1,1,1,1,0.013984,0.104221,0.013984,0.104221,0.013984,0.104221,0.013984,0.013984,0.104221,0.104221,0.013984
4533,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.120375,0,0.120375,0,0.120375,0,0,0.120375,0.120375,0
4534,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.144346,0,0.144346,0,0.144346,0,0,0.144346,0.144346,0
4535,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.159458,0,0.159458,0,0.159458,0,0,0.159458,0.159458,0
4536,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.153205,0,0.153205,0,0.153205,0,0,0.153205,0.153205,0
4537,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.149557,0,0.149557,0,0.149557,0,0,0.149557,0.149557,0
4538,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.133403,0,0.133403,0,0.133403,0,0,0.133403,0.133403,0
4539,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.095362,0,0.095362,0,0.095362,0,0,0.095362,0.095362,0
4540,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.059406,0,0.059406,0,0.059406,0,0,0.059406,0.059406,0
4541,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001998,0.035956,0.001998,0.035956,0.001998,0.035956,0.001998,0.001998,0.035956,0.035956,0.001998
4542,1,1,1,1,1,1,1,1,1,1,1,1,1,0.037386,0.024492,0.037386,0.024492,0.037386,0.024492,0.037386,0.037386,0.024492,0.024492,0.037386
4543,1,1,1,1,1,1,1,1,1,1,1,1,1,0.105594,0.022929,0.105594,0.022929,0.105594,0.022929,0.105594,0.105594,0.022929,0.022929,0.105594
4544,1,1,1,1,1,1,1,1,1,1,1,1,1,0.318779,0.016154,0.318779,0.016154,0.318779,0.016154,0.318779,0.318779,0.016154,0.016154,0.318779
4545,1,1,1,1,1,1,1,1,1,1,1,1,1,0.412671,0.010422,0.412671,0.010422,0.412671,0.010422,0.412671,0.412671,0.010422,0.010422,0.412671
4546,1,1,1,1,1,1,1,1,1,1,1,1,1,0.427511,0.013549,0.427511,0.013549,0.427511,0.013549,0.427511,0.427511,0.013549,0.013549,0.427511
4547,1,1,1,1,1,1,1,1,1,1,1,1,1,0.387842,0.020323,0.387842,0.020323,0.387842,0.020323,0.387842,0.387842,0.020323,0.020323,0.387842
4548,1,1,1,1,1,1,1,1,1,1,1,1,1,0.16153,0.036477,0.16153,0.036477,0.16153,0.036477,0.16153,0.16153,0.036477,0.036477,0.16153
4549,1,1,1,1,1,1,1,1,1,1,1,1,1,0.193779,0.069307,0.193779,0.069307,0.193779,0.069307,0.193779,0.193779,0.069307,0.069307,0.193779
4550,1,1,1,1,1,1,1,1,1,1,1,1,1,0.190354,0.086503,0.190354,0.086503,0.190354,0.086503,0.190354,0.190354,0.086503,0.086503,0.190354
4551,1,1,1,1,1,1,1,1,1,1,1,1,1,0.222888,0.077645,0.222888,0.077645,0.222888,0.077645,0.222888,0.222888,0.077645,0.077645,0.222888
4552,1,1,1,1,1,1,1,1,1,1,1,1,1,0.26484,0.071912,0.26484,0.071912,0.26484,0.071912,0.26484,0.26484,0.071912,0.071912,0.26484
4553,1,1,1,1,1,1,1,1,1,1,1,1,1,0.557078,0.125065,0.557078,0.125065,0.557078,0.125065,0.557078,0.557078,0.125065,0.125065,0.557078
4554,1,1,1,1,1,1,1,1,1,1,1,1,1,0.375,0.079729,0.375,0.079729,0.375,0.079729,0.375,0.375,0.079729,0.079729,0.375
4555,1,1,1,1,1,1,1,1,1,1,1,1,1,0.15468,0.149557,0.15468,0.149557,0.15468,0.149557,0.15468,0.15468,0.149557,0.149557,0.15468
4556,1,1,1,1,1,1,1,1,1,1,1,1,1,0.007135,0.126107,0.007135,0.126107,0.007135,0.126107,0.007135,0.007135,0.126107,0.126107,0.007135
4557,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.249609,0,0.249609,0,0.249609,0,0,0.249609,0.249609,0
4558,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.332465,0,0.332465,0,0.332465,0,0,0.332465,0.332465,0
4559,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.347577,0,0.347577,0,0.347577,0,0,0.347577,0.347577,0
4560,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.332465,0,0.332465,0,0.332465,0,0,0.332465,0.332465,0
4561,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.388223,0,0.388223,0,0.388223,0,0,0.388223,0.388223,0
4562,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.307452,0,0.307452,0,0.307452,0,0,0.307452,0.307452,0
4563,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.304846,0,0.304846,0,0.304846,0,0,0.304846,0.304846,0
4564,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.413236,0,0.413236,0,0.413236,0,0,0.413236,0.413236,0
4565,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001712,0.433559,0.001712,0.433559,0.001712,0.433559,0.001712,0.001712,0.433559,0.433559,0.001712
4566,1,1,1,1,1,1,1,1,1,1,1,1,1,0.047374,0.413757,0.047374,0.413757,0.047374,0.413757,0.047374,0.047374,0.413757,0.413757,0.047374
4567,1,1,1,1,1,1,1,1,1,1,1,1,1,0.200628,0.405419,0.200628,0.405419,0.200628,0.405419,0.200628,0.200628,0.405419,0.405419,0.200628
4568,1,1,1,1,1,1,1,1,1,1,1,1,1,0.394977,0.409588,0.394977,0.409588,0.394977,0.409588,0.394977,0.394977,0.409588,0.409588,0.394977
4569,1,1,1,1,1,1,1,1,1,1,1,1,1,0.563071,0.392913,0.563071,0.392913,0.563071,0.392913,0.563071,0.563071,0.392913,0.392913,0.563071
4570,1,1,1,1,1,1,1,1,1,1,1,1,1,0.626427,0.369463,0.626427,0.369463,0.626427,0.369463,0.626427,0.626427,0.369463,0.369463,0.626427
4571,1,1,1,1,1,1,1,1,1,1,1,1,1,0.454623,0.421053,0.454623,0.421053,0.454623,0.421053,0.454623,0.454623,0.421053,0.421053,0.454623
4572,1,1,1,1,1,1,1,1,1,1,1,1,1,0.408961,0.460657,0.408961,0.460657,0.408961,0.460657,0.408961,0.408961,0.460657,0.460657,0.408961
4573,1,1,1,1,1,1,1,1,1,1,1,1,1,0.682078,0.387181,0.682078,0.387181,0.682078,0.387181,0.682078,0.682078,0.387181,0.387181,0.682078
4574,1,1,1,1,1,1,1,1,1,1,1,1,1,0.638128,0.396561,0.638128,0.396561,0.638128,0.396561,0.638128,0.638128,0.396561,0.396561,0.638128
4575,1,1,1,1,1,1,1,1,1,1,1,1,1,0.686644,0.590412,0.686644,0.590412,0.686644,0.590412,0.686644,0.686644,0.590412,0.590412,0.686644
4576,1,1,1,1,1,1,1,1,1,1,1,1,1,0.660959,0.57999,0.660959,0.57999,0.660959,0.57999,0.660959,0.660959,0.57999,0.57999,0.660959
4577,1,1,1,1,1,1,1,1,1,1,1,1,1,0.515411,0.518499,0.515411,0.518499,0.515411,0.518499,0.515411,0.515411,0.518499,0.518499,0.515411
4578,1,1,1,1,1,1,1,1,1,1,1,1,1,0.353596,0.326733,0.353596,0.326733,0.353596,0.326733,0.353596,0.353596,0.326733,0.326733,0.353596
4579,1,1,1,1,1,1,1,1,1,1,1,1,1,0.193779,0.331944,0.193779,0.331944,0.193779,0.331944,0.193779,0.193779,0.331944,0.331944,0.193779
4580,1,1,1,1,1,1,1,1,1,1,1,1,1,0.038813,0.252736,0.038813,0.252736,0.038813,0.252736,0.038813,0.038813,0.252736,0.252736,0.038813
4581,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.200104,0,0.200104,0,0.200104,0,0,0.200104,0.200104,0
4582,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.198541,0,0.198541,0,0.198541,0,0,0.198541,0.198541,0
4583,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.16519,0,0.16519,0,0.16519,0,0,0.16519,0.16519,0
4584,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.143825,0,0.143825,0,0.143825,0,0,0.143825,0.143825,0
4585,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.1037,0,0.1037,0,0.1037,0,0,0.1037,0.1037,0
4586,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.093278,0,0.093278,0,0.093278,0,0,0.093278,0.093278,0
4587,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.105263,0,0.105263,0,0.105263,0,0,0.105263,0.105263,0
4588,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.107348,0,0.107348,0,0.107348,0,0,0.107348,0.107348,0
4589,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001427,0.115164,0.001427,0.115164,0.001427,0.115164,0.001427,0.001427,0.115164,0.115164,0.001427
4590,1,1,1,1,1,1,1,1,1,1,1,1,1,0.042523,0.07556,0.042523,0.07556,0.042523,0.07556,0.042523,0.042523,0.07556,0.07556,0.042523
