Time_Index,z1_natural_gas,z1_coal,z1_nuclear,z2_natural_gas,z2_coal,z2_nuclear,z3_natural_gas,z3_coal,z4_natural_gas,z5_natural_gas,z5_coal,z7_natural_gas,z7_coal,z1_solar,z1_wind,z3_solar,z3_wind,z4_solar,z4_wind,z5_solar,z7_solar,z7_wind,z6_wind,z8_solar
2751,1,1,1,1,1,1,1,1,1,1,1,1,1,0.811644,0.423658,0.811644,0.423658,0.811644,0.423658,0.811644,0.811644,0.423658,0.423658,0.811644
2752,1,1,1,1,1,1,1,1,1,1,1,1,1,0.664098,0.323606,0.664098,0.323606,0.664098,0.323606,0.664098,0.664098,0.323606,0.323606,0.664098
2753,1,1,1,1,1,1,1,1,1,1,1,1,1,0.478596,0.241793,0.478596,0.241793,0.478596,0.241793,0.478596,0.478596,0.241793,0.241793,0.478596
2754,1,1,1,1,1,1,1,1,1,1,1,1,1,0.259989,0.186034,0.259989,0.186034,0.259989,0.186034,0.259989,0.259989,0.186034,0.186034,0.259989
2755,1,1,1,1,1,1,1,1,1,1,1,1,1,0.053938,0.151641,0.053938,0.151641,0.053938,0.151641,0.053938,0.053938,0.151641,0.151641,0.053938
2756,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.137572,0,0.137572,0,0.137572,0,0,0.137572,0.137572,0
2757,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.161021,0,0.161021,0,0.161021,0,0,0.161021,0.161021,0
2758,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.109953,0,0.109953,0,0.109953,0,0,0.109953,0.109953,0
2759,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.11777,0,0.11777,0,0.11777,0,0,0.11777,0.11777,0
2760,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.131318,0,0.131318,0,0.131318,0,0,0.131318,0.131318,0
2761,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.137572,0,0.137572,0,0.137572,0,0,0.137572,0.137572,0
2762,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.168838,0,0.168838,0,0.168838,0,0,0.168838,0.168838,0
2763,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.146952,0,0.146952,0,0.146952,0,0,0.146952,0.146952,0
2764,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.117249,0,0.117249,0,0.117249,0,0,0.117249,0.117249,0
2765,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.092757,0,0.092757,0,0.092757,0,0,0.092757,0.092757,0
2766,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.086503,0,0.086503,0,0.086503,0,0,0.086503,0.086503,0
2767,1,1,1,1,1,1,1,1,1,1,1,1,1,0.121005,0.06618,0.121005,0.06618,0.121005,0.06618,0.121005,0.121005,0.06618,0.06618,0.121005
2768,1,1,1,1,1,1,1,1,1,1,1,1,1,0.315925,0.062011,0.315925,0.062011,0.315925,0.062011,0.315925,0.315925,0.062011,0.062011,0.315925
2769,1,1,1,1,1,1,1,1,1,1,1,1,1,0.513128,0.074518,0.513128,0.074518,0.513128,0.074518,0.513128,0.513128,0.074518,0.074518,0.513128
2770,1,1,1,1,1,1,1,1,1,1,1,1,1,0.508562,0.102137,0.508562,0.102137,0.508562,0.102137,0.508562,0.508562,0.102137,0.102137,0.508562
2771,1,1,1,1,1,1,1,1,1,1,1,1,1,0.385845,0.121417,0.385845,0.121417,0.385845,0.121417,0.385845,0.385845,0.121417,0.121417,0.385845
2772,1,1,1,1,1,1,1,1,1,1,1,1,1,0.477169,0.153205,0.477169,0.153205,0.477169,0.153205,0.477169,0.477169,0.153205,0.153205,0.477169
2773,1,1,1,1,1,1,1,1,1,1,1,1,1,0.334475,0.170401,0.334475,0.170401,0.334475,0.170401,0.334475,0.334475,0.170401,0.170401,0.334475
2774,1,1,1,1,1,1,1,1,1,1,1,1,1,0.468607,0.184471,0.468607,0.184471,0.468607,0.184471,0.468607,0.468607,0.184471,0.184471,0.468607
2775,1,1,1,1,1,1,1,1,1,1,1,1,1,0.148116,0.199062,0.148116,0.199062,0.148116,0.199062,0.148116,0.148116,0.199062,0.199062,0.148116
2776,1,1,1,1,1,1,1,1,1,1,1,1,1,0.111016,0.211569,0.111016,0.211569,0.111016,0.211569,0.111016,0.111016,0.211569,0.211569,0.111016
2777,1,1,1,1,1,1,1,1,1,1,1,1,1,0.117009,0.179781,0.117009,0.179781,0.117009,0.179781,0.117009,0.117009,0.179781,0.179781,0.117009
2778,1,1,1,1,1,1,1,1,1,1,1,1,1,0.061644,0.175091,0.061644,0.175091,0.061644,0.175091,0.061644,0.061644,0.175091,0.175091,0.061644
2779,1,1,1,1,1,1,1,1,1,1,1,1,1,0.020548,0.269932,0.020548,0.269932,0.020548,0.269932,0.020548,0.020548,0.269932,0.269932,0.020548
2780,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.293903,0,0.293903,0,0.293903,0,0,0.293903,0.293903,0
2781,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.280354,0,0.280354,0,0.280354,0,0,0.280354,0.280354,0
2782,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.297551,0,0.297551,0,0.297551,0,0,0.297551,0.297551,0
2783,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.291819,0,0.291819,0,0.291819,0,0,0.291819,0.291819,0
2784,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.318395,0,0.318395,0,0.318395,0,0,0.318395,0.318395,0
2785,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.290255,0,0.290255,0,0.290255,0,0,0.290255,0.290255,0
2786,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.256384,0,0.256384,0,0.256384,0,0,0.256384,0.256384,0
2787,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.247004,0,0.247004,0,0.247004,0,0,0.247004,0.247004,0
2788,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.215737,0,0.215737,0,0.215737,0,0,0.215737,0.215737,0
2789,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.17457,0,0.17457,0,0.17457,0,0,0.17457,0.17457,0
2790,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.178739,0,0.178739,0,0.178739,0,0,0.178739,0.178739,0
2791,1,1,1,1,1,1,1,1,1,1,1,1,1,0.051084,0.184992,0.051084,0.184992,0.051084,0.184992,0.051084,0.051084,0.184992,0.184992,0.051084
2792,1,1,1,1,1,1,1,1,1,1,1,1,1,0.164954,0.131318,0.164954,0.131318,0.164954,0.131318,0.164954,0.164954,0.131318,0.131318,0.164954
2793,1,1,1,1,1,1,1,1,1,1,1,1,1,0.269406,0.072955,0.269406,0.072955,0.269406,0.072955,0.269406,0.269406,0.072955,0.072955,0.269406
2794,1,1,1,1,1,1,1,1,1,1,1,1,1,0.161815,0.062011,0.161815,0.062011,0.161815,0.062011,0.161815,0.161815,0.062011,0.062011,0.161815
2795,1,1,1,1,1,1,1,1,1,1,1,1,1,0.534817,0.079729,0.534817,0.079729,0.534817,0.079729,0.534817,0.534817,0.079729,0.079729,0.534817
2796,1,1,1,1,1,1,1,1,1,1,1,1,1,0.508847,0.08494,0.508847,0.08494,0.508847,0.08494,0.508847,0.508847,0.08494,0.08494,0.508847
2797,1,1,1,1,1,1,1,1,1,1,1,1,1,0.266267,0.087024,0.266267,0.087024,0.266267,0.087024,0.266267,0.266267,0.087024,0.087024,0.266267
2798,1,1,1,1,1,1,1,1,1,1,1,1,1,0.722317,0.097968,0.722317,0.097968,0.722317,0.097968,0.722317,0.722317,0.097968,0.097968,0.722317
2799,1,1,1,1,1,1,1,1,1,1,1,1,1,0.461187,0.099531,0.461187,0.099531,0.461187,0.099531,0.461187,0.461187,0.099531,0.099531,0.461187
2800,1,1,1,1,1,1,1,1,1,1,1,1,1,0.469749,0.102658,0.469749,0.102658,0.469749,0.102658,0.469749,0.469749,0.102658,0.102658,0.469749
2801,1,1,1,1,1,1,1,1,1,1,1,1,1,0.435788,0.105784,0.435788,0.105784,0.435788,0.105784,0.435788,0.435788,0.105784,0.105784,0.435788
2802,1,1,1,1,1,1,1,1,1,1,1,1,1,0.182934,0.125586,0.182934,0.125586,0.182934,0.125586,0.182934,0.182934,0.125586,0.125586,0.182934
2803,1,1,1,1,1,1,1,1,1,1,1,1,1,0.057078,0.208963,0.057078,0.208963,0.057078,0.208963,0.057078,0.057078,0.208963,0.208963,0.057078
2804,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.300156,0,0.300156,0,0.300156,0,0,0.300156,0.300156,0
2805,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.361126,0,0.361126,0,0.361126,0,0,0.361126,0.361126,0
2806,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.417405,0,0.417405,0,0.417405,0,0,0.417405,0.417405,0
2807,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.501303,0,0.501303,0,0.501303,0,0,0.501303,0.501303,0
2808,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.536217,0,0.536217,0,0.536217,0,0,0.536217,0.536217,0
2809,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.419489,0,0.419489,0,0.419489,0,0,0.419489,0.419489,0
2810,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.356957,0,0.356957,0,0.356957,0,0,0.356957,0.356957,0
2811,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.319958,0,0.319958,0,0.319958,0,0,0.319958,0.319958,0
2812,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.275143,0,0.275143,0,0.275143,0,0,0.275143,0.275143,0
2813,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.273059,0,0.273059,0,0.273059,0,0,0.273059,0.273059,0
2814,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.292861,0,0.292861,0,0.292861,0,0,0.292861,0.292861,0
2815,1,1,1,1,1,1,1,1,1,1,1,1,1,0.153539,0.336634,0.153539,0.336634,0.153539,0.336634,0.153539,0.153539,0.336634,0.336634,0.153539
2816,1,1,1,1,1,1,1,1,1,1,1,1,1,0.368436,0.37259,0.368436,0.37259,0.368436,0.37259,0.368436,0.368436,0.37259,0.37259,0.368436
2817,1,1,1,1,1,1,1,1,1,1,1,1,1,0.562215,0.39604,0.562215,0.39604,0.562215,0.39604,0.562215,0.562215,0.39604,0.39604,0.562215
2818,1,1,1,1,1,1,1,1,1,1,1,1,1,0.729737,0.405419,0.729737,0.405419,0.729737,0.405419,0.729737,0.729737,0.405419,0.405419,0.729737
2819,1,1,1,1,1,1,1,1,1,1,1,1,1,0.681221,0.404898,0.681221,0.404898,0.681221,0.404898,0.681221,0.681221,0.404898,0.404898,0.681221
2820,1,1,1,1,1,1,1,1,1,1,1,1,1,0.490297,0.455967,0.490297,0.455967,0.490297,0.455967,0.490297,0.490297,0.455967,0.455967,0.490297
2821,1,1,1,1,1,1,1,1,1,1,1,1,1,0.350742,0.522147,0.350742,0.522147,0.350742,0.522147,0.350742,0.350742,0.522147,0.522147,0.350742
2822,1,1,1,1,1,1,1,1,1,1,1,1,1,0.634703,0.542991,0.634703,0.542991,0.634703,0.542991,0.634703,0.634703,0.542991,0.542991,0.634703
2823,1,1,1,1,1,1,1,1,1,1,1,1,1,0.809361,0.50964,0.809361,0.50964,0.809361,0.50964,0.809361,0.809361,0.50964,0.50964,0.809361
2824,1,1,1,1,1,1,1,1,1,1,1,1,1,0.660103,0.487754,0.660103,0.487754,0.660103,0.487754,0.660103,0.660103,0.487754,0.487754,0.660103
2825,1,1,1,1,1,1,1,1,1,1,1,1,1,0.483162,0.42001,0.483162,0.42001,0.483162,0.42001,0.483162,0.483162,0.42001,0.42001,0.483162
2826,1,1,1,1,1,1,1,1,1,1,1,1,1,0.277968,0.394476,0.277968,0.394476,0.277968,0.394476,0.277968,0.277968,0.394476,0.394476,0.277968
2827,1,1,1,1,1,1,1,1,1,1,1,1,1,0.091039,0.373111,0.091039,0.373111,0.091039,0.373111,0.091039,0.091039,0.373111,0.373111,0.091039
2828,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.455446,0,0.455446,0,0.455446,0,0,0.455446,0.455446,0
2829,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.495571,0,0.495571,0,0.495571,0,0,0.495571,0.495571,0
2830,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.463262,0,0.463262,0,0.463262,0,0,0.463262,0.463262,0
2831,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.446066,0,0.446066,0,0.446066,0,0,0.446066,0.446066,0
2832,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.429911,0,0.429911,0,0.429911,0,0,0.429911,0.429911,0
2833,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.431996,0,0.431996,0,0.431996,0,0,0.431996,0.431996,0
2834,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.380406,0,0.380406,0,0.380406,0,0,0.380406,0.380406,0
2835,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.3111,0,0.3111,0,0.3111,0,0,0.3111,0.3111,0
2836,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.258468,0,0.258468,0,0.258468,0,0,0.258468,0.258468,0
2837,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.223033,0,0.223033,0,0.223033,0,0,0.223033,0.223033,0
2838,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.186555,0,0.186555,0,0.186555,0,0,0.186555,0.186555,0
2839,1,1,1,1,1,1,1,1,1,1,1,1,1,0.153253,0.1605,0.153253,0.1605,0.153253,0.1605,0.153253,0.153253,0.1605,0.1605,0.153253
2840,1,1,1,1,1,1,1,1,1,1,1,1,1,0.370148,0.144867,0.370148,0.144867,0.370148,0.144867,0.370148,0.370148,0.144867,0.144867,0.370148
2841,1,1,1,1,1,1,1,1,1,1,1,1,1,0.552797,0.136529,0.552797,0.136529,0.552797,0.136529,0.552797,0.552797,0.136529,0.136529,0.552797
2842,1,1,1,1,1,1,1,1,1,1,1,1,1,0.703482,0.147994,0.703482,0.147994,0.703482,0.147994,0.703482,0.703482,0.147994,0.147994,0.703482
2843,1,1,1,1,1,1,1,1,1,1,1,1,1,0.807648,0.119333,0.807648,0.119333,0.807648,0.119333,0.807648,0.807648,0.119333,0.119333,0.807648
2844,1,1,1,1,1,1,1,1,1,1,1,1,1,0.918094,0.134445,0.918094,0.134445,0.918094,0.134445,0.918094,0.918094,0.134445,0.134445,0.918094
2845,1,1,1,1,1,1,1,1,1,1,1,1,1,0.954909,0.143825,0.954909,0.143825,0.954909,0.143825,0.954909,0.954909,0.143825,0.143825,0.954909
2846,1,1,1,1,1,1,1,1,1,1,1,1,1,0.899543,0.146952,0.899543,0.146952,0.899543,0.146952,0.899543,0.899543,0.146952,0.146952,0.899543
2847,1,1,1,1,1,1,1,1,1,1,1,1,1,0.531393,0.127671,0.531393,0.127671,0.531393,0.127671,0.531393,0.531393,0.127671,0.127671,0.531393
2848,1,1,1,1,1,1,1,1,1,1,1,1,1,0.547945,0.156853,0.547945,0.156853,0.547945,0.156853,0.547945,0.547945,0.156853,0.156853,0.547945
2849,1,1,1,1,1,1,1,1,1,1,1,1,1,0.273973,0.161021,0.273973,0.161021,0.273973,0.161021,0.273973,0.273973,0.161021,0.161021,0.273973
2850,1,1,1,1,1,1,1,1,1,1,1,1,1,0.132135,0.136008,0.132135,0.136008,0.132135,0.136008,0.132135,0.132135,0.136008,0.136008,0.132135
2851,1,1,1,1,1,1,1,1,1,1,1,1,1,0.021975,0.154247,0.021975,0.154247,0.021975,0.154247,0.021975,0.021975,0.154247,0.154247,0.021975
2852,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.178739,0,0.178739,0,0.178739,0,0,0.178739,0.178739,0
2853,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.27358,0,0.27358,0,0.27358,0,0,0.27358,0.27358,0
2854,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.329338,0,0.329338,0,0.329338,0,0,0.329338,0.329338,0
2855,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.342366,0,0.342366,0,0.342366,0,0,0.342366,0.342366,0
2856,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.342887,0,0.342887,0,0.342887,0,0,0.342887,0.342887,0
2857,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.337676,0,0.337676,0,0.337676,0,0,0.337676,0.337676,0
2858,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.319958,0,0.319958,0,0.319958,0,0,0.319958,0.319958,0
2859,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.336113,0,0.336113,0,0.336113,0,0,0.336113,0.336113,0
2860,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.336113,0,0.336113,0,0.336113,0,0,0.336113,0.336113,0
2861,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.346535,0,0.346535,0,0.346535,0,0,0.346535,0.346535,0
2862,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.376238,0,0.376238,0,0.376238,0,0,0.376238,0.376238,0
2863,1,1,1,1,1,1,1,1,1,1,1,1,1,0.030251,0.33507,0.030251,0.33507,0.030251,0.33507,0.030251,0.030251,0.33507,0.33507,0.030251
2864,1,1,1,1,1,1,1,1,1,1,1,1,1,0.074772,0.304846,0.074772,0.304846,0.074772,0.304846,0.074772,0.074772,0.304846,0.304846,0.074772
2865,1,1,1,1,1,1,1,1,1,1,1,1,1,0.119578,0.317874,0.119578,0.317874,0.119578,0.317874,0.119578,0.119578,0.317874,0.317874,0.119578
2866,1,1,1,1,1,1,1,1,1,1,1,1,1,0.126427,0.347577,0.126427,0.347577,0.126427,0.347577,0.126427,0.126427,0.347577,0.347577,0.126427
2867,1,1,1,1,1,1,1,1,1,1,1,1,1,0.151826,0.337155,0.151826,0.337155,0.151826,0.337155,0.151826,0.151826,0.337155,0.337155,0.151826
2868,1,1,1,1,1,1,1,1,1,1,1,1,1,0.16524,0.333507,0.16524,0.333507,0.16524,0.333507,0.16524,0.16524,0.333507,0.333507,0.16524
2869,1,1,1,1,1,1,1,1,1,1,1,1,1,0.178653,0.454924,0.178653,0.454924,0.178653,0.454924,0.178653,0.178653,0.454924,0.454924,0.178653
2870,1,1,1,1,1,1,1,1,1,1,1,1,1,0.156678,0.584158,0.156678,0.584158,0.156678,0.584158,0.156678,0.156678,0.584158,0.584158,0.156678
2871,1,1,1,1,1,1,1,1,1,1,1,1,1,0.152112,0.494528,0.152112,0.494528,0.152112,0.494528,0.152112,0.152112,0.494528,0.494528,0.152112
2872,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1621,0.45284,0.1621,0.45284,0.1621,0.45284,0.1621,0.1621,0.45284,0.45284,0.1621
2873,1,1,1,1,1,1,1,1,1,1,1,1,1,0.081621,0.468473,0.081621,0.468473,0.081621,0.468473,0.081621,0.081621,0.468473,0.468473,0.081621
2874,1,1,1,1,1,1,1,1,1,1,1,1,1,0.070776,0.388223,0.070776,0.388223,0.070776,0.388223,0.070776,0.070776,0.388223,0.388223,0.070776
2875,1,1,1,1,1,1,1,1,1,1,1,1,1,0.054509,0.365816,0.054509,0.365816,0.054509,0.365816,0.054509,0.054509,0.365816,0.365816,0.054509
2876,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.359041,0,0.359041,0,0.359041,0,0,0.359041,0.359041,0
2877,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.430954,0,0.430954,0,0.430954,0,0,0.430954,0.430954,0
2878,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.516936,0,0.516936,0,0.516936,0,0,0.516936,0.516936,0
2879,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.642522,0,0.642522,0,0.642522,0,0,0.642522,0.642522,0
2880,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.65086,0,0.65086,0,0.65086,0,0,0.65086,0.65086,0
2881,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.601876,0,0.601876,0,0.601876,0,0,0.601876,0.601876,0
2882,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.527358,0,0.527358,0,0.527358,0,0,0.527358,0.527358,0
2883,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.442939,0,0.442939,0,0.442939,0,0,0.442939,0.442939,0
2884,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.401772,0,0.401772,0,0.401772,0,0,0.401772,0.401772,0
2885,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.403856,0,0.403856,0,0.403856,0,0,0.403856,0.403856,0
2886,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.403335,0,0.403335,0,0.403335,0,0,0.403335,0.403335,0
2887,1,1,1,1,1,1,1,1,1,1,1,1,1,0.037957,0.353309,0.037957,0.353309,0.037957,0.353309,0.037957,0.037957,0.353309,0.353309,0.037957
2888,1,1,1,1,1,1,1,1,1,1,1,1,1,0.103596,0.28765,0.103596,0.28765,0.103596,0.28765,0.103596,0.103596,0.28765,0.28765,0.103596
2889,1,1,1,1,1,1,1,1,1,1,1,1,1,0.176084,0.219906,0.176084,0.219906,0.176084,0.219906,0.176084,0.176084,0.219906,0.219906,0.176084
2890,1,1,1,1,1,1,1,1,1,1,1,1,1,0.235445,0.147473,0.235445,0.147473,0.235445,0.147473,0.235445,0.235445,0.147473,0.147473,0.235445
2891,1,1,1,1,1,1,1,1,1,1,1,1,1,0.160959,0.097968,0.160959,0.097968,0.160959,0.097968,0.160959,0.160959,0.097968,0.097968,0.160959
2892,1,1,1,1,1,1,1,1,1,1,1,1,1,0.187785,0.104221,0.187785,0.104221,0.187785,0.104221,0.187785,0.187785,0.104221,0.104221,0.187785
2893,1,1,1,1,1,1,1,1,1,1,1,1,1,0.225742,0.090672,0.225742,0.090672,0.225742,0.090672,0.225742,0.225742,0.090672,0.090672,0.225742
2894,1,1,1,1,1,1,1,1,1,1,1,1,1,0.210331,0.088588,0.210331,0.088588,0.210331,0.088588,0.210331,0.210331,0.088588,0.088588,0.210331
2895,1,1,1,1,1,1,1,1,1,1,1,1,1,0.17266,0.11777,0.17266,0.11777,0.17266,0.11777,0.17266,0.17266,0.11777,0.11777,0.17266
2896,1,1,1,1,1,1,1,1,1,1,1,1,1,0.192066,0.123502,0.192066,0.123502,0.192066,0.123502,0.192066,0.192066,0.123502,0.123502,0.192066
2897,1,1,1,1,1,1,1,1,1,1,1,1,1,0.102454,0.131318,0.102454,0.131318,0.102454,0.131318,0.102454,0.102454,0.131318,0.131318,0.102454
2898,1,1,1,1,1,1,1,1,1,1,1,1,1,0.125856,0.194893,0.125856,0.194893,0.125856,0.194893,0.125856,0.125856,0.194893,0.194893,0.125856
2899,1,1,1,1,1,1,1,1,1,1,1,1,1,0.057078,0.296509,0.057078,0.296509,0.057078,0.296509,0.057078,0.057078,0.296509,0.296509,0.057078
2900,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.366337,0,0.366337,0,0.366337,0,0,0.366337,0.366337,0
2901,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.426785,0,0.426785,0,0.426785,0,0,0.426785,0.426785,0
2902,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.436165,0,0.436165,0,0.436165,0,0,0.436165,0.436165,0
2903,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.475769,0,0.475769,0,0.475769,0,0,0.475769,0.475769,0
2904,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.389786,0,0.389786,0,0.389786,0,0,0.389786,0.389786,0
2905,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.346014,0,0.346014,0,0.346014,0,0,0.346014,0.346014,0
2906,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.385618,0,0.385618,0,0.385618,0,0,0.385618,0.385618,0
2907,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.43408,0,0.43408,0,0.43408,0,0,0.43408,0.43408,0
2908,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.465868,0,0.465868,0,0.465868,0,0,0.465868,0.465868,0
2909,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.463783,0,0.463783,0,0.463783,0,0,0.463783,0.463783,0
2910,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.42001,0,0.42001,0,0.42001,0,0,0.42001,0.42001,0
2911,1,1,1,1,1,1,1,1,1,1,1,1,1,0.048801,0.314747,0.048801,0.314747,0.048801,0.314747,0.048801,0.048801,0.314747,0.314747,0.048801
2912,1,1,1,1,1,1,1,1,1,1,1,1,1,0.184646,0.255862,0.184646,0.255862,0.184646,0.255862,0.184646,0.184646,0.255862,0.255862,0.184646
2913,1,1,1,1,1,1,1,1,1,1,1,1,1,0.317352,0.198541,0.317352,0.198541,0.317352,0.198541,0.317352,0.317352,0.198541,0.198541,0.317352
2914,1,1,1,1,1,1,1,1,1,1,1,1,1,0.298516,0.145909,0.298516,0.145909,0.298516,0.145909,0.298516,0.298516,0.145909,0.145909,0.298516
2915,1,1,1,1,1,1,1,1,1,1,1,1,1,0.512842,0.133924,0.512842,0.133924,0.512842,0.133924,0.512842,0.512842,0.133924,0.133924,0.512842
2916,1,1,1,1,1,1,1,1,1,1,1,1,1,0.86016,0.147473,0.86016,0.147473,0.86016,0.147473,0.86016,0.86016,0.147473,0.147473,0.86016
2917,1,1,1,1,1,1,1,1,1,1,1,1,1,0.469463,0.171965,0.469463,0.171965,0.469463,0.171965,0.469463,0.469463,0.171965,0.171965,0.469463
2918,1,1,1,1,1,1,1,1,1,1,1,1,1,0.424658,0.193851,0.424658,0.193851,0.424658,0.193851,0.424658,0.424658,0.193851,0.193851,0.424658
2919,1,1,1,1,1,1,1,1,1,1,1,1,1,0.321918,0.213132,0.321918,0.213132,0.321918,0.213132,0.321918,0.321918,0.213132,0.213132,0.321918
2920,1,1,1,1,1,1,1,1,1,1,1,1,1,0.248858,0.237624,0.248858,0.237624,0.248858,0.237624,0.248858,0.248858,0.237624,0.237624,0.248858
2921,1,1,1,1,1,1,1,1,1,1,1,1,1,0.129281,0.267327,0.129281,0.267327,0.129281,0.267327,0.129281,0.129281,0.267327,0.267327,0.129281
2922,1,1,1,1,1,1,1,1,1,1,1,1,1,0.113584,0.289734,0.113584,0.289734,0.113584,0.289734,0.113584,0.113584,0.289734,0.289734,0.113584
2923,1,1,1,1,1,1,1,1,1,1,1,1,1,0.035674,0.375195,0.035674,0.375195,0.035674,0.375195,0.035674,0.035674,0.375195,0.375195,0.035674
2924,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.444502,0,0.444502,0,0.444502,0,0,0.444502,0.444502,0
2925,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.488275,0,0.488275,0,0.488275,0,0,0.488275,0.488275,0
2926,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.501824,0,0.501824,0,0.501824,0,0,0.501824,0.501824,0
2927,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.468473,0,0.468473,0,0.468473,0,0,0.468473,0.468473,0
2928,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.519541,0,0.519541,0,0.519541,0,0,0.519541,0.519541,0
2929,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.533611,0,0.533611,0,0.533611,0,0,0.533611,0.533611,0
2930,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.489317,0,0.489317,0,0.489317,0,0,0.489317,0.489317,0
2931,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.461699,0,0.461699,0,0.461699,0,0,0.461699,0.461699,0
2932,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.411152,0,0.411152,0,0.411152,0,0,0.411152,0.411152,0
2933,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0.368942,0,0.368942,0,0.368942,0,0,0.368942,0.368942,0
