Time_Index,Gen1,Gen3,Gen6,Wind6,PV2,BESS2,BESS5,BESS6
56,1,1,1,0.318916,0.053938,1,1,1
57,1,1,1,0.329859,0.200342,1,1,1
58,1,1,1,0.371548,0.317637,1,1,1
59,1,1,1,0.39135,0.395263,1,1,1
60,1,1,1,0.422616,0.424658,1,1,1
61,1,1,1,0.461178,0.388128,1,1,1
62,1,1,1,0.532048,0.30137,1,1,1
63,1,1,1,0.537259,0.178368,1,1,1
64,1,1,1,0.567483,0.037671,1,1,1
65,1,1,1,0.598228,0,1,1,1
66,1,1,1,0.6321,0,1,1,1
67,1,1,1,0.610735,0,1,1,1
68,1,1,1,0.61803,0,1,1,1
69,1,1,1,0.640438,0,1,1,1
70,1,1,1,0.648775,0,1,1,1
71,1,1,1,0.621678,0,1,1,1
72,1,1,1,0.611256,0,1,1,1
73,1,1,1,0.605003,0,1,1,1
74,1,1,1,0.718082,0,1,1,1
75,1,1,1,0.791558,0,1,1,1
76,1,1,1,0.795727,0,1,1,1
77,1,1,1,0.800938,0,1,1,1
78,1,1,1,0.799375,0,1,1,1
79,1,1,1,0.793121,0.000285,1,1,1
80,1,1,1,0.793121,0.051655,1,1,1
81,1,1,1,0.787389,0.179224,1,1,1
82,1,1,1,0.78322,0.17637,1,1,1
83,1,1,1,0.781657,0.247146,1,1,1
84,1,1,1,0.780615,0.246861,1,1,1
85,1,1,1,0.780615,0.222888,1,1,1
86,1,1,1,0.789995,0.120719,1,1,1
87,1,1,1,0.778009,0.113014,1,1,1
88,1,1,1,0.807191,0.030537,1,1,1
89,1,1,1,0.826472,0,1,1,1
90,1,1,1,0.823345,0,1,1,1
91,1,1,1,0.808755,0,1,1,1
92,1,1,1,0.810318,0,1,1,1
93,1,1,1,0.783742,0,1,1,1
94,1,1,1,0.768629,0,1,1,1
95,1,1,1,0.741532,0,1,1,1
96,1,1,1,0.692027,0,1,1,1
97,1,1,1,0.583116,0,1,1,1
98,1,1,1,0.491923,0,1,1,1
99,1,1,1,0.424179,0,1,1,1
100,1,1,1,0.314226,0,1,1,1
101,1,1,1,0.227202,0,1,1,1
102,1,1,1,0.156331,0,1,1,1
103,1,1,1,0.116206,0.000285,1,1,1
104,1,1,1,0.132882,0.008847,1,1,1
105,1,1,1,0.101094,0.038813,1,1,1
106,1,1,1,0.090672,0.097317,1,1,1
107,1,1,1,0.088588,0.120434,1,1,1
108,1,1,1,0.149557,0.144977,1,1,1
109,1,1,1,0.19802,0.231735,1,1,1
110,1,1,1,0.262116,0.161244,1,1,1
111,1,1,1,0.279833,0.04024,1,1,1
112,1,1,1,0.28296,0.009132,1,1,1
113,1,1,1,0.388223,0,1,1,1
114,1,1,1,0.372069,0,1,1,1
115,1,1,1,0.48567,0,1,1,1
116,1,1,1,0.51902,0,1,1,1
117,1,1,1,0.588848,0,1,1,1
118,1,1,1,0.557061,0,1,1,1
119,1,1,1,0.479416,0,1,1,1
120,1,1,1,0.494007,0,1,1,1
121,1,1,1,0.492965,0,1,1,1
122,1,1,1,0.51433,0,1,1,1
123,1,1,1,0.573215,0,1,1,1
124,1,1,1,0.551329,0,1,1,1
125,1,1,1,0.55654,0,1,1,1
126,1,1,1,0.499218,0,1,1,1
127,1,1,1,0.465347,0.000285,1,1,1
128,1,1,1,0.458572,0.056507,1,1,1
129,1,1,1,0.474726,0.194064,1,1,1
130,1,1,1,0.45284,0.303368,1,1,1
131,1,1,1,0.451798,0.183505,1,1,1
132,1,1,1,0.499739,0.22089,1,1,1
133,1,1,1,0.474205,0.185788,1,1,1
134,1,1,1,0.389786,0.148116,1,1,1
135,1,1,1,0.312142,0.159532,1,1,1
136,1,1,1,0.318916,0.02968,1,1,1
137,1,1,1,0.289734,0,1,1,1
138,1,1,1,0.243877,0,1,1,1
139,1,1,1,0.307452,0,1,1,1
140,1,1,1,0.317874,0,1,1,1
141,1,1,1,0.263679,0,1,1,1
142,1,1,1,0.227723,0,1,1,1
143,1,1,1,0.230849,0,1,1,1
144,1,1,1,0.200625,0,1,1,1
145,1,1,1,0.142262,0,1,1,1
146,1,1,1,0.11777,0,1,1,1
147,1,1,1,0.121939,0,1,1,1
148,1,1,1,0.128192,0,1,1,1
149,1,1,1,0.123502,0,1,1,1
150,1,1,1,0.152163,0,1,1,1
151,1,1,1,0.174049,0.000285,1,1,1
152,1,1,1,0.20271,0.058505,1,1,1
153,1,1,1,0.244919,0.193208,1,1,1
154,1,1,1,0.304325,0.310217,1,1,1
155,1,1,1,0.418968,0.388984,1,1,1
156,1,1,1,0.563835,0.403253,1,1,1
157,1,1,1,0.642522,0.375571,1,1,1
158,1,1,1,0.672746,0.296804,1,1,1
159,1,1,1,0.70297,0.142409,1,1,1
160,1,1,1,0.711829,0.038527,1,1,1
161,1,1,1,0.743095,0,1,1,1
162,1,1,1,0.804065,0,1,1,1
163,1,1,1,0.794685,0,1,1,1
164,1,1,1,0.786868,0,1,1,1
165,1,1,1,0.775925,0,1,1,1
166,1,1,1,0.770714,0,1,1,1
167,1,1,1,0.752996,0,1,1,1
168,1,1,1,0.710787,0,1,1,1
169,1,1,1,0.66962,0,1,1,1
170,1,1,1,0.62272,0,1,1,1
171,1,1,1,0.624283,0,1,1,1
172,1,1,1,0.589369,0,1,1,1
173,1,1,1,0.563835,0,1,1,1
174,1,1,1,0.487233,0,1,1,1
175,1,1,1,0.449713,0.000285,1,1,1
176,1,1,1,0.375195,0.038813,1,1,1
177,1,1,1,0.29703,0.150114,1,1,1
178,1,1,1,0.247004,0.314212,1,1,1
179,1,1,1,0.219906,0.376712,1,1,1
180,1,1,1,0.19802,0.371861,1,1,1
181,1,1,1,0.14643,0.377568,1,1,1
182,1,1,1,0.147473,0.110445,1,1,1
183,1,1,1,0.159979,0.058505,1,1,1
184,1,1,1,0.207921,0.016553,1,1,1
185,1,1,1,0.271496,0,1,1,1
186,1,1,1,0.375195,0,1,1,1
187,1,1,1,0.444502,0,1,1,1
188,1,1,1,0.488275,0,1,1,1
189,1,1,1,0.503908,0,1,1,1
190,1,1,1,0.512767,0,1,1,1
191,1,1,1,0.569046,0,1,1,1
192,1,1,1,0.590933,0,1,1,1
193,1,1,1,0.605524,0,1,1,1
194,1,1,1,0.62741,0,1,1,1
195,1,1,1,0.662845,0,1,1,1
196,1,1,1,0.676915,0,1,1,1
197,1,1,1,0.670141,0,1,1,1
198,1,1,1,0.662324,0,1,1,1
199,1,1,1,0.696717,0.000285,1,1,1
200,1,1,1,0.689943,0.053653,1,1,1
201,1,1,1,0.711829,0.195491,1,1,1
202,1,1,1,0.74987,0.306792,1,1,1
203,1,1,1,0.784263,0.39355,1,1,1
204,1,1,1,0.805628,0.418379,1,1,1
205,1,1,1,0.810318,0.392123,1,1,1
206,1,1,1,0.80667,0.315354,1,1,1
207,1,1,1,0.813966,0.187785,1,1,1
208,1,1,1,0.800417,0.048516,1,1,1
209,1,1,1,0.791037,0,1,1,1
210,1,1,1,0.79729,0,1,1,1
211,1,1,1,0.767587,0,1,1,1
212,1,1,1,0.727462,0,1,1,1
213,1,1,1,0.673788,0,1,1,1
214,1,1,1,0.515894,0,1,1,1
215,1,1,1,0.431996,0,1,1,1
216,1,1,1,0.377801,0,1,1,1
217,1,1,1,0.382491,0,1,1,1
218,1,1,1,0.337155,0,1,1,1
219,1,1,1,0.219906,0,1,1,1
220,1,1,1,0.176133,0,1,1,1
221,1,1,1,0.147473,0,1,1,1
222,1,1,1,0.133924,0,1,1,1
223,1,1,1,0.119333,0.000285,1,1,1
224,1,1,1,0.113601,0.049658,1,1,1
225,1,1,1,0.096925,0.114441,1,1,1
226,1,1,1,0.081813,0.128995,1,1,1
227,1,1,1,0.08025,0.131279,1,1,1
228,1,1,1,0.092757,0.166667,1,1,1
229,1,1,1,0.137051,0.186644,1,1,1
230,1,1,1,0.136529,0.138413,1,1,1
231,1,1,1,0.159979,0.113299,1,1,1
232,1,1,1,0.207921,0.027683,1,1,1
233,1,1,1,0.276186,0,1,1,1
234,1,1,1,0.354351,0,1,1,1
235,1,1,1,0.417926,0,1,1,1
236,1,1,1,0.472642,0,1,1,1
237,1,1,1,0.494007,0,1,1,1
238,1,1,1,0.541949,0,1,1,1
239,1,1,1,0.561751,0,1,1,1
240,1,1,1,0.587806,0,1,1,1
241,1,1,1,0.616988,0,1,1,1
242,1,1,1,0.620115,0,1,1,1
243,1,1,1,0.591454,0,1,1,1
244,1,1,1,0.564356,0,1,1,1
245,1,1,1,0.56592,0,1,1,1
246,1,1,1,0.57061,0,1,1,1
247,1,1,1,0.540386,0.000285,1,1,1
248,1,1,1,0.515894,0.010274,1,1,1
249,1,1,1,0.542991,0.026541,1,1,1
250,1,1,1,0.595102,0.110731,1,1,1
251,1,1,1,0.660761,0.160103,1,1,1
252,1,1,1,0.600313,0.122146,1,1,1
253,1,1,1,0.549244,0.144977,1,1,1
254,1,1,1,0.543512,0.072203,1,1,1
255,1,1,1,0.551329,0.05879,1,1,1
256,1,1,1,0.541428,0.023116,1,1,1
257,1,1,1,0.539343,0,1,1,1
258,1,1,1,0.537259,0,1,1,1
259,1,1,1,0.553934,0,1,1,1
260,1,1,1,0.57999,0,1,1,1
261,1,1,1,0.569567,0,1,1,1
262,1,1,1,0.566441,0,1,1,1
263,1,1,1,0.554977,0,1,1,1
264,1,1,1,0.520584,0,1,1,1
265,1,1,1,0.568004,0,1,1,1
266,1,1,1,0.632621,0,1,1,1
267,1,1,1,0.657113,0,1,1,1
268,1,1,1,0.657634,0,1,1,1
269,1,1,1,0.649818,0,1,1,1
270,1,1,1,0.6321,0,1,1,1
271,1,1,1,0.635227,0.000571,1,1,1
272,1,1,1,0.661803,0.038527,1,1,1
273,1,1,1,0.662324,0.089612,1,1,1
274,1,1,1,0.606045,0.089612,1,1,1
275,1,1,1,0.631579,0.125571,1,1,1
276,1,1,1,0.662324,0.145263,1,1,1
277,1,1,1,0.640438,0.134989,1,1,1
278,1,1,1,0.59927,0.117865,1,1,1
279,1,1,1,0.636269,0.140126,1,1,1
280,1,1,1,0.638353,0.061929,1,1,1
281,1,1,1,0.605003,0,1,1,1
282,1,1,1,0.502345,0,1,1,1
283,1,1,1,0.422616,0,1,1,1
284,1,1,1,0.370505,0,1,1,1
285,1,1,1,0.28765,0,1,1,1
286,1,1,1,0.210005,0,1,1,1
287,1,1,1,0.151641,0,1,1,1
288,1,1,1,0.152163,0,1,1,1
289,1,1,1,0.223554,0,1,1,1
290,1,1,1,0.195935,0,1,1,1
291,1,1,1,0.134445,0,1,1,1
292,1,1,1,0.261595,0,1,1,1
293,1,1,1,0.274101,0,1,1,1
294,1,1,1,0.289734,0,1,1,1
295,1,1,1,0.313705,0.000571,1,1,1
296,1,1,1,0.199062,0.045091,1,1,1
297,1,1,1,0.133924,0.083619,1,1,1
298,1,1,1,0.137572,0.096747,1,1,1
299,1,1,1,0.124544,0.134989,1,1,1
300,1,1,1,0.163627,0.365868,1,1,1
301,1,1,1,0.192809,0.205479,1,1,1
302,1,1,1,0.2074,0.119007,1,1,1
303,1,1,1,0.136008,0.019406,1,1,1
304,1,1,1,0.11777,0.021119,1,1,1
305,1,1,1,0.104221,0,1,1,1
306,1,1,1,0.10839,0,1,1,1
307,1,1,1,0.049505,0,1,1,1
308,1,1,1,0.071912,0,1,1,1
309,1,1,1,0.142783,0,1,1,1
310,1,1,1,0.349661,0,1,1,1
311,1,1,1,0.37728,0,1,1,1
312,1,1,1,0.478374,0,1,1,1
313,1,1,1,0.573215,0,1,1,1
314,1,1,1,0.611777,0,1,1,1
315,1,1,1,0.616467,0,1,1,1
316,1,1,1,0.569046,0,1,1,1
317,1,1,1,0.602918,0,1,1,1
318,1,1,1,0.559666,0,1,1,1
319,1,1,1,0.474205,0.000571,1,1,1
320,1,1,1,0.360604,0.040811,1,1,1
321,1,1,1,0.332986,0.162671,1,1,1
322,1,1,1,0.315268,0.128139,1,1,1
323,1,1,1,0.270453,0.267123,1,1,1
324,1,1,1,0.218864,0.198916,1,1,1
325,1,1,1,0.151641,0.391838,1,1,1
326,1,1,1,0.116727,0.218607,1,1,1
327,1,1,1,0.073997,0.133847,1,1,1
328,1,1,1,0.064617,0.060217,1,1,1
329,1,1,1,0.077645,0,1,1,1
330,1,1,1,0.08025,0,1,1,1
331,1,1,1,0.086503,0,1,1,1
332,1,1,1,0.077645,0,1,1,1
333,1,1,1,0.083898,0,1,1,1
334,1,1,1,0.081292,0,1,1,1
335,1,1,1,0.095362,0,1,1,1
336,1,1,1,0.129755,0,1,1,1
337,1,1,1,0.099531,0,1,1,1
338,1,1,1,0.081813,0,1,1,1
339,1,1,1,0.09432,0,1,1,1
340,1,1,1,0.097447,0,1,1,1
341,1,1,1,0.139656,0,1,1,1
342,1,1,1,0.136008,0,1,1,1
343,1,1,1,0.097447,0.000571,1,1,1
344,1,1,1,0.081813,0.044806,1,1,1
345,1,1,1,0.070349,0.094178,1,1,1
346,1,1,1,0.07087,0.139555,1,1,1
347,1,1,1,0.074518,0.134418,1,1,1
348,1,1,1,0.062533,0.172374,1,1,1
349,1,1,1,0.077124,0.147831,1,1,1
350,1,1,1,0.071912,0.112728,1,1,1
351,1,1,1,0.078166,0.059646,1,1,1
352,1,1,1,0.09432,0.032534,1,1,1
353,1,1,1,0.109953,0,1,1,1
354,1,1,1,0.138093,0,1,1,1
355,1,1,1,0.151641,0,1,1,1
356,1,1,1,0.14643,0,1,1,1
357,1,1,1,0.147994,0,1,1,1
358,1,1,1,0.14174,0,1,1,1
359,1,1,1,0.153205,0,1,1,1
360,1,1,1,0.153205,0,1,1,1
361,1,1,1,0.138614,0,1,1,1
362,1,1,1,0.135487,0,1,1,1
363,1,1,1,0.120896,0,1,1,1
364,1,1,1,0.106826,0,1,1,1
365,1,1,1,0.124544,0,1,1,1
366,1,1,1,0.163106,0,1,1,1
367,1,1,1,0.192288,0.000856,1,1,1
368,1,1,1,0.213132,0.052226,1,1,1
369,1,1,1,0.19333,0.111587,1,1,1
370,1,1,1,0.242835,0.240011,1,1,1
371,1,1,1,0.332465,0.18008,1,1,1
372,1,1,1,0.439812,0.228311,1,1,1
373,1,1,1,0.517978,0.141838,1,1,1
374,1,1,1,0.638874,0.120719,1,1,1
375,1,1,1,0.671183,0.092466,1,1,1
376,1,1,1,0.699844,0.014269,1,1,1
377,1,1,1,0.750912,0,1,1,1
378,1,1,1,0.767066,0,1,1,1
379,1,1,1,0.764982,0,1,1,1
380,1,1,1,0.775925,0,1,1,1
381,1,1,1,0.741532,0,1,1,1
382,1,1,1,0.718082,0,1,1,1
383,1,1,1,0.626368,0,1,1,1
384,1,1,1,0.614382,0,1,1,1
385,1,1,1,0.541428,0,1,1,1
386,1,1,1,0.483064,0,1,1,1
387,1,1,1,0.444502,0,1,1,1
388,1,1,1,0.371027,0,1,1,1
389,1,1,1,0.270974,0,1,1,1
390,1,1,1,0.2074,0,1,1,1
391,1,1,1,0.166754,0.000856,1,1,1
392,1,1,1,0.138614,0.053938,1,1,1
393,1,1,1,0.09901,0.0879,1,1,1
394,1,1,1,0.079208,0.174372,1,1,1
395,1,1,1,0.058364,0.203196,1,1,1
396,1,1,1,0.07087,0.138984,1,1,1
397,1,1,1,0.060448,0.178938,1,1,1
398,1,1,1,0.096925,0.271689,1,1,1
399,1,1,1,0.141219,0.164384,1,1,1
400,1,1,1,0.137051,0.060217,1,1,1
401,1,1,1,0.196978,0,1,1,1
402,1,1,1,0.298593,0,1,1,1
403,1,1,1,0.369984,0,1,1,1
404,1,1,1,0.501303,0,1,1,1
405,1,1,1,0.513809,0,1,1,1
406,1,1,1,0.511725,0,1,1,1
407,1,1,1,0.486191,0,1,1,1
408,1,1,1,0.381449,0,1,1,1
409,1,1,1,0.294945,0,1,1,1
410,1,1,1,0.285044,0,1,1,1
411,1,1,1,0.222512,0,1,1,1
412,1,1,1,0.204273,0,1,1,1
413,1,1,1,0.187598,0,1,1,1
414,1,1,1,0.165711,0,1,1,1
415,1,1,1,0.1605,0.001142,1,1,1
416,1,1,1,0.145388,0.047374,1,1,1
417,1,1,1,0.149557,0.226598,1,1,1
418,1,1,1,0.167275,0.345034,1,1,1
419,1,1,1,0.269411,0.406963,1,1,1
420,1,1,1,0.375717,0.311644,1,1,1
421,1,1,1,0.45284,0.335046,1,1,1
422,1,1,1,0.507035,0.194349,1,1,1
423,1,1,1,0.574257,0.156963,1,1,1
424,1,1,1,0.588848,0.076769,1,1,1
425,1,1,1,0.678999,0,1,1,1
426,1,1,1,0.706097,0,1,1,1
427,1,1,1,0.73111,0,1,1,1
428,1,1,1,0.722251,0,1,1,1
429,1,1,1,0.71235,0,1,1,1
430,1,1,1,0.711308,0,1,1,1
431,1,1,1,0.704534,0,1,1,1
432,1,1,1,0.706618,0,1,1,1
433,1,1,1,0.705055,0,1,1,1
434,1,1,1,0.697238,0,1,1,1
435,1,1,1,0.689422,0,1,1,1
436,1,1,1,0.685774,0,1,1,1
437,1,1,1,0.692548,0,1,1,1
438,1,1,1,0.69359,0,1,1,1
439,1,1,1,0.713913,0.001142,1,1,1
440,1,1,1,0.717561,0.049372,1,1,1
441,1,1,1,0.709224,0.089612,1,1,1
442,1,1,1,0.705055,0.094463,1,1,1
443,1,1,1,0.695154,0.151826,1,1,1
444,1,1,1,0.6889,0.170377,1,1,1
445,1,1,1,0.676915,0.166667,1,1,1
446,1,1,1,0.659197,0.208619,1,1,1
447,1,1,1,0.659197,0.140982,1,1,1
448,1,1,1,0.70297,0.039384,1,1,1
449,1,1,1,0.746743,0,1,1,1
450,1,1,1,0.737884,0,1,1,1
451,1,1,1,0.725899,0,1,1,1
452,1,1,1,0.716519,0,1,1,1
453,1,1,1,0.767066,0,1,1,1
454,1,1,1,0.818134,0,1,1,1
455,1,1,1,0.818656,0,1,1,1
456,1,1,1,0.792079,0,1,1,1
457,1,1,1,0.771235,0,1,1,1
458,1,1,1,0.793121,0,1,1,1
459,1,1,1,0.781136,0,1,1,1
460,1,1,1,0.723814,0,1,1,1
461,1,1,1,0.671704,0,1,1,1
462,1,1,1,0.681605,0,1,1,1
463,1,1,1,0.6889,0.001427,1,1,1
464,1,1,1,0.689422,0.028253,1,1,1
465,1,1,1,0.679521,0.047089,1,1,1
466,1,1,1,0.690985,0.095605,1,1,1
467,1,1,1,0.662845,0.322774,1,1,1
468,1,1,1,0.631579,0.260274,1,1,1
469,1,1,1,0.611256,0.218322,1,1,1
470,1,1,1,0.574257,0.295091,1,1,1
471,1,1,1,0.578947,0.101313,1,1,1
472,1,1,1,0.539343,0.076199,1,1,1
473,1,1,1,0.522668,0,1,1,1
474,1,1,1,0.451277,0,1,1,1
475,1,1,1,0.404377,0,1,1,1
476,1,1,1,0.403335,0,1,1,1
477,1,1,1,0.350182,0,1,1,1
478,1,1,1,0.34914,0,1,1,1
479,1,1,1,0.274101,0,1,1,1
480,1,1,1,0.243877,0,1,1,1
481,1,1,1,0.179781,0,1,1,1
482,1,1,1,0.145909,0,1,1,1
483,1,1,1,0.100573,0,1,1,1
484,1,1,1,0.100052,0,1,1,1
485,1,1,1,0.110474,0,1,1,1
486,1,1,1,0.136529,0,1,1,1
487,1,1,1,0.15581,0.001712,1,1,1
488,1,1,1,0.19333,0.082192,1,1,1
489,1,1,1,0.241793,0.230879,1,1,1
490,1,1,1,0.343929,0.335902,1,1,1
491,1,1,1,0.422095,0.388128,1,1,1
492,1,1,1,0.354351,0.444635,1,1,1
493,1,1,1,0.307973,0.456906,1,1,1
494,1,1,1,0.39135,0.373288,1,1,1
495,1,1,1,0.474205,0.24629,1,1,1
496,1,1,1,0.477853,0.088756,1,1,1
497,1,1,1,0.494007,0,1,1,1
498,1,1,1,0.443981,0,1,1,1
499,1,1,1,0.471079,0,1,1,1
500,1,1,1,0.49036,0,1,1,1
501,1,1,1,0.489317,0,1,1,1
502,1,1,1,0.484627,0,1,1,1
503,1,1,1,0.472642,0,1,1,1
504,1,1,1,0.471079,0,1,1,1
505,1,1,1,0.477332,0,1,1,1
506,1,1,1,0.510162,0,1,1,1
507,1,1,1,0.507556,0,1,1,1
508,1,1,1,0.461178,0,1,1,1
509,1,1,1,0.499218,0,1,1,1
510,1,1,1,0.53778,0,1,1,1
511,1,1,1,0.461178,0.001998,1,1,1
512,1,1,1,0.363731,0.080765,1,1,1
513,1,1,1,0.356957,0.205194,1,1,1
514,1,1,1,0.373632,0.336473,1,1,1
515,1,1,1,0.348619,0.410388,1,1,1
516,1,1,1,0.359041,0.374715,1,1,1
517,1,1,1,0.357999,0.346747,1,1,1
518,1,1,1,0.362168,0.329338,1,1,1
519,1,1,1,0.379885,0.154966,1,1,1
520,1,1,1,0.307973,0.080194,1,1,1
521,1,1,1,0.233976,0,1,1,1
522,1,1,1,0.201668,0,1,1,1
523,1,1,1,0.224596,0,1,1,1
524,1,1,1,0.250651,0,1,1,1
525,1,1,1,0.270974,0,1,1,1
526,1,1,1,0.274622,0,1,1,1
527,1,1,1,0.207921,0,1,1,1
528,1,1,1,0.177176,0,1,1,1
529,1,1,1,0.164669,0,1,1,1
530,1,1,1,0.129234,0,1,1,1
531,1,1,1,0.11308,0,1,1,1
532,1,1,1,0.12715,0,1,1,1
533,1,1,1,0.137572,0,1,1,1
534,1,1,1,0.145388,0,1,1,1
535,1,1,1,0.153726,0.002283,1,1,1
536,1,1,1,0.15581,0.082192,1,1,1
537,1,1,1,0.133403,0.229452,1,1,1
538,1,1,1,0.146952,0.366438,1,1,1
539,1,1,1,0.192288,0.426941,1,1,1
540,1,1,1,0.246483,0.448345,1,1,1
541,1,1,1,0.307973,0.41153,1,1,1
542,1,1,1,0.326212,0.364726,1,1,1
543,1,1,1,0.307452,0.238014,1,1,1
544,1,1,1,0.284002,0.088185,1,1,1
545,1,1,1,0.195935,0,1,1,1
546,1,1,1,0.182908,0,1,1,1
547,1,1,1,0.16519,0,1,1,1
548,1,1,1,0.14174,0,1,1,1
549,1,1,1,0.10839,0,1,1,1
550,1,1,1,0.1037,0,1,1,1
551,1,1,1,0.117249,0,1,1,1
552,1,1,1,0.16519,0,1,1,1
553,1,1,1,0.233976,0,1,1,1
554,1,1,1,0.33507,0,1,1,1
555,1,1,1,0.411152,0,1,1,1
556,1,1,1,0.432517,0,1,1,1
557,1,1,1,0.412715,0,1,1,1
558,1,1,1,0.350182,0,1,1,1
559,1,1,1,0.256905,0.002568,1,1,1
560,1,1,1,0.196456,0.083048,1,1,1
561,1,1,1,0.142783,0.223174,1,1,1
562,1,1,1,0.132882,0.315068,1,1,1
563,1,1,1,0.096925,0.272546,1,1,1
564,1,1,1,0.097447,0.178082,1,1,1
565,1,1,1,0.104221,0.17637,1,1,1
566,1,1,1,0.114643,0.169521,1,1,1
567,1,1,1,0.100052,0.148402,1,1,1
568,1,1,1,0.072434,0.076199,1,1,1
569,1,1,1,0.064096,0,1,1,1
570,1,1,1,0.054716,0,1,1,1
571,1,1,1,0.057322,0,1,1,1
572,1,1,1,0.072955,0,1,1,1
573,1,1,1,0.073476,0,1,1,1
574,1,1,1,0.047942,0,1,1,1
575,1,1,1,0.034393,0,1,1,1
576,1,1,1,0.040646,0,1,1,1
577,1,1,1,0.059927,0,1,1,1
578,1,1,1,0.063575,0,1,1,1
579,1,1,1,0.089109,0,1,1,1
580,1,1,1,0.113601,0,1,1,1
581,1,1,1,0.129755,0,1,1,1
582,1,1,1,0.135487,0,1,1,1
583,1,1,1,0.143825,0.002854,1,1,1
584,1,1,1,0.156853,0.048231,1,1,1
585,1,1,1,0.15581,0.121575,1,1,1
586,1,1,1,0.176655,0.155537,1,1,1
587,1,1,1,0.144346,0.2754,1,1,1
588,1,1,1,0.167275,0.332192,1,1,1
589,1,1,1,0.182387,0.193493,1,1,1
590,1,1,1,0.149557,0.14726,1,1,1
591,1,1,1,0.126107,0.192352,1,1,1
592,1,1,1,0.118812,0.069349,1,1,1
593,1,1,1,0.117249,0,1,1,1
594,1,1,1,0.116206,0,1,1,1
595,1,1,1,0.115685,0,1,1,1
596,1,1,1,0.136008,0,1,1,1
597,1,1,1,0.118291,0,1,1,1
598,1,1,1,0.121417,0,1,1,1
599,1,1,1,0.116727,0,1,1,1
600,1,1,1,0.087546,0,1,1,1
601,1,1,1,0.081292,0,1,1,1
602,1,1,1,0.092757,0,1,1,1
603,1,1,1,0.085982,0,1,1,1
604,1,1,1,0.083898,0,1,1,1
605,1,1,1,0.079208,0,1,1,1
606,1,1,1,0.083898,0,1,1,1
607,1,1,1,0.110474,0.003139,1,1,1
608,1,1,1,0.08025,0.089612,1,1,1
609,1,1,1,0.076602,0.208619,1,1,1
610,1,1,1,0.081292,0.329338,1,1,1
611,1,1,1,0.109432,0.184075,1,1,1
612,1,1,1,0.101615,0.289098,1,1,1
613,1,1,1,0.084419,0.209475,1,1,1
614,1,1,1,0.06618,0.166096,1,1,1
615,1,1,1,0.06149,0.064212,1,1,1
616,1,1,1,0.062011,0.054795,1,1,1
617,1,1,1,0.050026,0,1,1,1
618,1,1,1,0.054195,0,1,1,1
619,1,1,1,0.07087,0,1,1,1
620,1,1,1,0.081292,0,1,1,1
621,1,1,1,0.073997,0,1,1,1
622,1,1,1,0.062011,0,1,1,1
623,1,1,1,0.065138,0,1,1,1
624,1,1,1,0.079729,0,1,1,1
