Time_Index,Gen1,Gen3,Gen6,Wind6,PV2,BESS2,BESS5,BESS6
1697,1,1,1,0.538822,0.082477,1,1,1
1698,1,1,1,0.492965,0,1,1,1
1699,1,1,1,0.371027,0,1,1,1
1700,1,1,1,0.311621,0,1,1,1
1701,1,1,1,0.37259,0,1,1,1
1702,1,1,1,0.388744,0,1,1,1
1703,1,1,1,0.314747,0,1,1,1
1704,1,1,1,0.296509,0,1,1,1
1705,1,1,1,0.298593,0,1,1,1
1706,1,1,1,0.294945,0,1,1,1
1707,1,1,1,0.300156,0,1,1,1
1708,1,1,1,0.351746,0,1,1,1
1709,1,1,1,0.3679,0,1,1,1
1710,1,1,1,0.3679,0,1,1,1
1711,1,1,1,0.408025,0.125571,1,1,1
1712,1,1,1,0.421053,0.322774,1,1,1
1713,1,1,1,0.500261,0.500571,1,1,1
1714,1,1,1,0.544033,0.641553,1,1,1
1715,1,1,1,0.564356,0.730023,1,1,1
1716,1,1,1,0.600834,0.760274,1,1,1
1717,1,1,1,0.630537,0.729452,1,1,1
1718,1,1,1,0.634184,0.638699,1,1,1
1719,1,1,1,0.661282,0.310217,1,1,1
1720,1,1,1,0.640959,0.183505,1,1,1
1721,1,1,1,0.678478,0.039098,1,1,1
1722,1,1,1,0.63679,0,1,1,1
1723,1,1,1,0.700365,0,1,1,1
1724,1,1,1,0.646691,0,1,1,1
1725,1,1,1,0.603439,0,1,1,1
1726,1,1,1,0.552371,0,1,1,1
1727,1,1,1,0.597186,0,1,1,1
1728,1,1,1,0.599792,0,1,1,1
1729,1,1,1,0.527358,0,1,1,1
1730,1,1,1,0.498697,0,1,1,1
1731,1,1,1,0.486712,0,1,1,1
1732,1,1,1,0.478374,0,1,1,1
1733,1,1,1,0.430433,0,1,1,1
1734,1,1,1,0.38666,0,1,1,1
1735,1,1,1,0.342366,0.076484,1,1,1
1736,1,1,1,0.328817,0.214326,1,1,1
1737,1,1,1,0.336634,0.481735,1,1,1
1738,1,1,1,0.326212,0.61758,1,1,1
1739,1,1,1,0.3111,0.356735,1,1,1
1740,1,1,1,0.294945,0.707763,1,1,1
1741,1,1,1,0.279312,0.627854,1,1,1
1742,1,1,1,0.284523,0.648687,1,1,1
1743,1,1,1,0.270974,0.511416,1,1,1
1744,1,1,1,0.208963,0.322489,1,1,1
1745,1,1,1,0.149036,0.058219,1,1,1
1746,1,1,1,0.118812,0.001998,1,1,1
1747,1,1,1,0.154768,0,1,1,1
1748,1,1,1,0.152163,0,1,1,1
1749,1,1,1,0.181866,0,1,1,1
1750,1,1,1,0.269932,0,1,1,1
1751,1,1,1,0.347056,0,1,1,1
1752,1,1,1,0.365816,0,1,1,1
1753,1,1,1,0.396561,0,1,1,1
1754,1,1,1,0.408546,0,1,1,1
1755,1,1,1,0.45753,0,1,1,1
1756,1,1,1,0.47629,0,1,1,1
1757,1,1,1,0.527358,0,1,1,1
1758,1,1,1,0.568004,0,1,1,1
1759,1,1,1,0.544554,0.015982,1,1,1
1760,1,1,1,0.563314,0.081906,1,1,1
1761,1,1,1,0.537259,0.336473,1,1,1
1762,1,1,1,0.510162,0.340468,1,1,1
1763,1,1,1,0.503908,0.457477,1,1,1
1764,1,1,1,0.512246,0.385559,1,1,1
1765,1,1,1,0.500261,0.385559,1,1,1
1766,1,1,1,0.48098,0.309361,1,1,1
1767,1,1,1,0.43408,0.234304,1,1,1
1768,1,1,1,0.390829,0.175228,1,1,1
1769,1,1,1,0.312663,0.138413,1,1,1
1770,1,1,1,0.211047,0.002854,1,1,1
1771,1,1,1,0.149557,0,1,1,1
1772,1,1,1,0.133403,0,1,1,1
1773,1,1,1,0.090151,0,1,1,1
1774,1,1,1,0.091714,0,1,1,1
1775,1,1,1,0.094841,0,1,1,1
1776,1,1,1,0.118812,0,1,1,1
1777,1,1,1,0.131318,0,1,1,1
1778,1,1,1,0.131318,0,1,1,1
1779,1,1,1,0.166232,0,1,1,1
1780,1,1,1,0.171443,0,1,1,1
1781,1,1,1,0.224075,0,1,1,1
1782,1,1,1,0.231371,0,1,1,1
1783,1,1,1,0.225117,0.148973,1,1,1
1784,1,1,1,0.213653,0.321632,1,1,1
1785,1,1,1,0.214174,0.50742,1,1,1
1786,1,1,1,0.227202,0.655251,1,1,1
1787,1,1,1,0.195935,0.758847,1,1,1
1788,1,1,1,0.159979,0.788527,1,1,1
1789,1,1,1,0.131318,0.755993,1,1,1
1790,1,1,1,0.116727,0.663242,1,1,1
1791,1,1,1,0.098489,0.519121,1,1,1
1792,1,1,1,0.08963,0.339041,1,1,1
1793,1,1,1,0.083898,0.142979,1,1,1
1794,1,1,1,0.077645,0.003425,1,1,1
1795,1,1,1,0.055237,0,1,1,1
1796,1,1,1,0.054195,0,1,1,1
1797,1,1,1,0.082856,0,1,1,1
1798,1,1,1,0.092236,0,1,1,1
1799,1,1,1,0.14643,0,1,1,1
1800,1,1,1,0.161542,0,1,1,1
1801,1,1,1,0.171965,0,1,1,1
1802,1,1,1,0.207921,0,1,1,1
1803,1,1,1,0.251694,0,1,1,1
1804,1,1,1,0.374674,0,1,1,1
1805,1,1,1,0.306931,0,1,1,1
1806,1,1,1,0.2642,0,1,1,1
1807,1,1,1,0.274622,0.121861,1,1,1
1808,1,1,1,0.22147,0.312215,1,1,1
1809,1,1,1,0.163627,0.356735,1,1,1
1810,1,1,1,0.117249,0.374429,1,1,1
1811,1,1,1,0.125065,0.464897,1,1,1
1812,1,1,1,0.116206,0.486587,1,1,1
1813,1,1,1,0.103179,0.681221,1,1,1
1814,1,1,1,0.072434,0.673231,1,1,1
1815,1,1,1,0.063054,0.526256,1,1,1
1816,1,1,1,0.053153,0.343322,1,1,1
1817,1,1,1,0.047421,0.14726,1,1,1
1818,1,1,1,0.049505,0.004566,1,1,1
1819,1,1,1,0.059406,0,1,1,1
1820,1,1,1,0.1037,0,1,1,1
1821,1,1,1,0.16988,0,1,1,1
1822,1,1,1,0.25482,0,1,1,1
1823,1,1,1,0.356957,0,1,1,1
1824,1,1,1,0.449713,0,1,1,1
1825,1,1,1,0.507556,0,1,1,1
1826,1,1,1,0.546118,0,1,1,1
1827,1,1,1,0.594059,0,1,1,1
1828,1,1,1,0.604482,0,1,1,1
1829,1,1,1,0.639917,0,1,1,1
1830,1,1,1,0.663887,0,1,1,1
1831,1,1,1,0.690464,0.101027,1,1,1
1832,1,1,1,0.699844,0.178368,1,1,1
1833,1,1,1,0.720167,0.500285,1,1,1
1834,1,1,1,0.758729,0.621861,1,1,1
1835,1,1,1,0.769151,0.718607,1,1,1
1836,1,1,1,0.770193,0.778539,1,1,1
1837,1,1,1,0.756123,0.770833,1,1,1
1838,1,1,1,0.724857,0.673231,1,1,1
1839,1,1,1,0.714956,0.529395,1,1,1
1840,1,1,1,0.696196,0.344178,1,1,1
1841,1,1,1,0.679521,0.151256,1,1,1
1842,1,1,1,0.625326,0.005422,1,1,1
1843,1,1,1,0.597707,0,1,1,1
1844,1,1,1,0.681084,0,1,1,1
1845,1,1,1,0.667535,0,1,1,1
1846,1,1,1,0.614904,0,1,1,1
1847,1,1,1,0.559666,0,1,1,1
1848,1,1,1,0.562272,0,1,1,1
1849,1,1,1,0.532569,0,1,1,1
1850,1,1,1,0.560709,0,1,1,1
1851,1,1,1,0.576863,0,1,1,1
1852,1,1,1,0.577905,0,1,1,1
1853,1,1,1,0.606566,0,1,1,1
1854,1,1,1,0.615946,0,1,1,1
1855,1,1,1,0.648254,0.028824,1,1,1
1856,1,1,1,0.681084,0.187215,1,1,1
1857,1,1,1,0.672746,0.281963,1,1,1
1858,1,1,1,0.680563,0.323345,1,1,1
1859,1,1,1,0.670662,0.194349,1,1,1
1860,1,1,1,0.639917,0.221747,1,1,1
1861,1,1,1,0.620636,0.208904,1,1,1
1862,1,1,1,0.65555,0.349315,1,1,1
1863,1,1,1,0.663366,0.260274,1,1,1
1864,1,1,1,0.704534,0.186929,1,1,1
1865,1,1,1,0.748828,0.075342,1,1,1
1866,1,1,1,0.748828,0.003139,1,1,1
1867,1,1,1,0.743095,0,1,1,1
1868,1,1,1,0.731631,0,1,1,1
1869,1,1,1,0.671183,0,1,1,1
1870,1,1,1,0.656592,0,1,1,1
1871,1,1,1,0.628452,0,1,1,1
1872,1,1,1,0.571131,0,1,1,1
1873,1,1,1,0.502345,0,1,1,1
1874,1,1,1,0.433038,0,1,1,1
1875,1,1,1,0.392913,0,1,1,1
1876,1,1,1,0.372069,0,1,1,1
1877,1,1,1,0.37728,0,1,1,1
1878,1,1,1,0.382491,0,1,1,1
1879,1,1,1,0.401772,0.063642,1,1,1
1880,1,1,1,0.487233,0.12129,1,1,1
1881,1,1,1,0.541428,0.200628,1,1,1
1882,1,1,1,0.546639,0.445776,1,1,1
1883,1,1,1,0.499739,0.421804,1,1,1
1884,1,1,1,0.449713,0.347032,1,1,1
1885,1,1,1,0.440855,0.432648,1,1,1
1886,1,1,1,0.451798,0.40782,1,1,1
1887,1,1,1,0.446066,0.340468,1,1,1
1888,1,1,1,0.460657,0.190639,1,1,1
1889,1,1,1,0.459093,0.053082,1,1,1
1890,1,1,1,0.439812,0.004281,1,1,1
1891,1,1,1,0.405419,0,1,1,1
1892,1,1,1,0.441376,0,1,1,1
1893,1,1,1,0.443981,0,1,1,1
1894,1,1,1,0.454403,0,1,1,1
1895,1,1,1,0.411152,0,1,1,1
1896,1,1,1,0.357478,0,1,1,1
1897,1,1,1,0.315789,0,1,1,1
1898,1,1,1,0.298072,0,1,1,1
1899,1,1,1,0.290776,0,1,1,1
1900,1,1,1,0.294424,0,1,1,1
1901,1,1,1,0.309015,0,1,1,1
1902,1,1,1,0.312142,0,1,1,1
1903,1,1,1,0.307452,0.094749,1,1,1
1904,1,1,1,0.294424,0.176941,1,1,1
1905,1,1,1,0.308494,0.437215,1,1,1
1906,1,1,1,0.350703,0.370719,1,1,1
1907,1,1,1,0.388223,0.416381,1,1,1
1908,1,1,1,0.467952,0.825628,1,1,1
1909,1,1,1,0.524752,0.790811,1,1,1
1910,1,1,1,0.540386,0.695776,1,1,1
1911,1,1,1,0.502866,0.548801,1,1,1
1912,1,1,1,0.442418,0.364155,1,1,1
1913,1,1,1,0.480459,0.129566,1,1,1
1914,1,1,1,0.503387,0.008562,1,1,1
1915,1,1,1,0.459093,0,1,1,1
1916,1,1,1,0.463783,0,1,1,1
1917,1,1,1,0.436165,0,1,1,1
1918,1,1,1,0.454924,0,1,1,1
1919,1,1,1,0.46691,0,1,1,1
1920,1,1,1,0.43408,0,1,1,1
1921,1,1,1,0.388223,0,1,1,1
1922,1,1,1,0.375195,0,1,1,1
1923,1,1,1,0.380928,0,1,1,1
1924,1,1,1,0.392392,0,1,1,1
1925,1,1,1,0.362689,0,1,1,1
1926,1,1,1,0.329338,0,1,1,1
1927,1,1,1,0.279833,0.104452,1,1,1
1928,1,1,1,0.280354,0.185502,1,1,1
1929,1,1,1,0.286608,0.300799,1,1,1
1930,1,1,1,0.241271,0.273402,1,1,1
1931,1,1,1,0.206879,0.40468,1,1,1
1932,1,1,1,0.214174,0.3125,1,1,1
1933,1,1,1,0.252215,0.343322,1,1,1
1934,1,1,1,0.30641,0.369292,1,1,1
1935,1,1,1,0.281397,0.262272,1,1,1
1936,1,1,1,0.25482,0.150114,1,1,1
1937,1,1,1,0.226681,0.069349,1,1,1
1938,1,1,1,0.205315,0.005422,1,1,1
1939,1,1,1,0.189682,0,1,1,1
1940,1,1,1,0.192809,0,1,1,1
1941,1,1,1,0.19333,0,1,1,1
1942,1,1,1,0.173528,0,1,1,1
1943,1,1,1,0.168838,0,1,1,1
1944,1,1,1,0.153726,0,1,1,1
1945,1,1,1,0.136529,0,1,1,1
1946,1,1,1,0.10839,0,1,1,1
1947,1,1,1,0.077645,0,1,1,1
1948,1,1,1,0.054195,0,1,1,1
1949,1,1,1,0.062533,0,1,1,1
1950,1,1,1,0.072434,0,1,1,1
1951,1,1,1,0.072434,0.186073,1,1,1
1952,1,1,1,0.084419,0.387557,1,1,1
1953,1,1,1,0.101094,0.568208,1,1,1
1954,1,1,1,0.109432,0.707477,1,1,1
1955,1,1,1,0.09901,0.793664,1,1,1
1956,1,1,1,0.129755,0.820205,1,1,1
1957,1,1,1,0.152163,0.787957,1,1,1
1958,1,1,1,0.185513,0.687215,1,1,1
1959,1,1,1,0.187598,0.548516,1,1,1
1960,1,1,1,0.166754,0.365868,1,1,1
1961,1,1,1,0.131318,0.116438,1,1,1
1962,1,1,1,0.079729,0.008276,1,1,1
1963,1,1,1,0.080771,0,1,1,1
1964,1,1,1,0.100573,0,1,1,1
1965,1,1,1,0.079208,0,1,1,1
1966,1,1,1,0.076602,0,1,1,1
1967,1,1,1,0.095362,0,1,1,1
1968,1,1,1,0.093799,0,1,1,1
1969,1,1,1,0.063575,0,1,1,1
1970,1,1,1,0.052632,0,1,1,1
1971,1,1,1,0.052632,0,1,1,1
1972,1,1,1,0.059406,0,1,1,1
1973,1,1,1,0.090151,0,1,1,1
1974,1,1,1,0.116727,0,1,1,1
1975,1,1,1,0.091193,0.191495,1,1,1
1976,1,1,1,0.07087,0.395263,1,1,1
1977,1,1,1,0.055758,0.5371,1,1,1
1978,1,1,1,0.152684,0.625285,1,1,1
1979,1,1,1,0.14643,0.6504,1,1,1
1980,1,1,1,0.22147,0.539669,1,1,1
1981,1,1,1,0.266285,0.609304,1,1,1
1982,1,1,1,0.25013,0.605308,1,1,1
1983,1,1,1,0.25013,0.508562,1,1,1
1984,1,1,1,0.290255,0.369292,1,1,1
1985,1,1,1,0.30172,0.105308,1,1,1
1986,1,1,1,0.312663,0.013413,1,1,1
1987,1,1,1,0.321522,0,1,1,1
1988,1,1,1,0.340281,0,1,1,1
1989,1,1,1,0.434601,0,1,1,1
1990,1,1,1,0.474726,0,1,1,1
1991,1,1,1,0.511204,0,1,1,1
1992,1,1,1,0.50495,0,1,1,1
1993,1,1,1,0.511725,0,1,1,1
1994,1,1,1,0.482543,0,1,1,1
1995,1,1,1,0.470558,0,1,1,1
1996,1,1,1,0.487754,0,1,1,1
1997,1,1,1,0.50495,0,1,1,1
1998,1,1,1,0.473163,0,1,1,1
1999,1,1,1,0.44346,0.200913,1,1,1
2000,1,1,1,0.427827,0.361016,1,1,1
2001,1,1,1,0.382491,0.468322,1,1,1
2002,1,1,1,0.366337,0.484589,1,1,1
2003,1,1,1,0.361647,0.641838,1,1,1
2004,1,1,1,0.34914,0.471176,1,1,1
2005,1,1,1,0.350703,0.462043,1,1,1
2006,1,1,1,0.344971,0.454053,1,1,1
2007,1,1,1,0.308494,0.332763,1,1,1
2008,1,1,1,0.316832,0.280822,1,1,1
2009,1,1,1,0.290776,0.136701,1,1,1
2010,1,1,1,0.327775,0.008562,1,1,1
2011,1,1,1,0.324648,0,1,1,1
2012,1,1,1,0.276707,0,1,1,1
2013,1,1,1,0.230328,0,1,1,1
2014,1,1,1,0.223554,0,1,1,1
2015,1,1,1,0.224075,0,1,1,1
2016,1,1,1,0.23606,0,1,1,1
2017,1,1,1,0.239708,0,1,1,1
2018,1,1,1,0.246483,0,1,1,1
2019,1,1,1,0.267848,0,1,1,1
2020,1,1,1,0.276707,0,1,1,1
2021,1,1,1,0.263158,0,1,1,1
2022,1,1,1,0.258989,0,1,1,1
2023,1,1,1,0.249088,0.206336,1,1,1
2024,1,1,1,0.262116,0.40782,1,1,1
2025,1,1,1,0.269411,0.587614,1,1,1
2026,1,1,1,0.260552,0.727454,1,1,1
2027,1,1,1,0.278791,0.812785,1,1,1
2028,1,1,1,0.284002,0.840468,1,1,1
2029,1,1,1,0.267327,0.784817,1,1,1
2030,1,1,1,0.248046,0.710046,1,1,1
2031,1,1,1,0.26889,0.562785,1,1,1
2032,1,1,1,0.219385,0.379566,1,1,1
2033,1,1,1,0.157895,0.180651,1,1,1
2034,1,1,1,0.155289,0.016838,1,1,1
2035,1,1,1,0.157374,0,1,1,1
2036,1,1,1,0.165711,0,1,1,1
2037,1,1,1,0.147994,0,1,1,1
2038,1,1,1,0.150599,0,1,1,1
2039,1,1,1,0.184992,0,1,1,1
2040,1,1,1,0.206357,0,1,1,1
2041,1,1,1,0.219385,0,1,1,1
2042,1,1,1,0.245961,0,1,1,1
2043,1,1,1,0.270453,0,1,1,1
2044,1,1,1,0.294945,0,1,1,1
2045,1,1,1,0.280354,0,1,1,1
2046,1,1,1,0.262116,0,1,1,1
2047,1,1,1,0.243877,0.12871,1,1,1
2048,1,1,1,0.247004,0.267409,1,1,1
2049,1,1,1,0.265763,0.514269,1,1,1
2050,1,1,1,0.275143,0.619007,1,1,1
2051,1,1,1,0.285044,0.456336,1,1,1
2052,1,1,1,0.3111,0.543094,1,1,1
2053,1,1,1,0.324648,0.428082,1,1,1
2054,1,1,1,0.325169,0.319064,1,1,1
2055,1,1,1,0.295987,0.17266,1,1,1
2056,1,1,1,0.230328,0.085046,1,1,1
2057,1,1,1,0.203231,0.074772,1,1,1
2058,1,1,1,0.171443,0.010845,1,1,1
2059,1,1,1,0.192809,0,1,1,1
2060,1,1,1,0.17926,0,1,1,1
2061,1,1,1,0.119333,0,1,1,1
2062,1,1,1,0.133924,0,1,1,1
2063,1,1,1,0.131318,0,1,1,1
2064,1,1,1,0.093799,0,1,1,1
2065,1,1,1,0.081813,0,1,1,1
2066,1,1,1,0.112038,0,1,1,1
2067,1,1,1,0.161021,0,1,1,1
2068,1,1,1,0.173528,0,1,1,1
2069,1,1,1,0.153205,0,1,1,1
2070,1,1,1,0.125586,0.008847,1,1,1
2071,1,1,1,0.096404,0.077055,1,1,1
2072,1,1,1,0.085461,0.078482,1,1,1
2073,1,1,1,0.072434,0.188927,1,1,1
2074,1,1,1,0.071912,0.494292,1,1,1
2075,1,1,1,0.082335,0.258847,1,1,1
2076,1,1,1,0.098489,0.283676,1,1,1
2077,1,1,1,0.107348,0.260559,1,1,1
2078,1,1,1,0.100573,0.246575,1,1,1
2079,1,1,1,0.083898,0.241153,1,1,1
2080,1,1,1,0.073997,0.21347,1,1,1
2081,1,1,1,0.078687,0.089612,1,1,1
2082,1,1,1,0.090151,0.013413,1,1,1
2083,1,1,1,0.100573,0,1,1,1
2084,1,1,1,0.114122,0,1,1,1
2085,1,1,1,0.105784,0,1,1,1
2086,1,1,1,0.103179,0,1,1,1
2087,1,1,1,0.102658,0,1,1,1
2088,1,1,1,0.095883,0,1,1,1
2089,1,1,1,0.113601,0,1,1,1
2090,1,1,1,0.15581,0,1,1,1
2091,1,1,1,0.156331,0,1,1,1
2092,1,1,1,0.142262,0,1,1,1
2093,1,1,1,0.12715,0,1,1,1
2094,1,1,1,0.113601,0.004281,1,1,1
2095,1,1,1,0.08494,0.030251,1,1,1
2096,1,1,1,0.057843,0.105023,1,1,1
2097,1,1,1,0.047421,0.214612,1,1,1
2098,1,1,1,0.049505,0.29024,1,1,1
2099,1,1,1,0.067223,0.239726,1,1,1
2100,1,1,1,0.069307,0.277112,1,1,1
2101,1,1,1,0.067223,0.366724,1,1,1
2102,1,1,1,0.073476,0.248573,1,1,1
2103,1,1,1,0.081813,0.189783,1,1,1
2104,1,1,1,0.106305,0.087329,1,1,1
2105,1,1,1,0.107869,0.031963,1,1,1
2106,1,1,1,0.083898,0.005993,1,1,1
2107,1,1,1,0.063054,0,1,1,1
2108,1,1,1,0.069307,0,1,1,1
2109,1,1,1,0.060969,0,1,1,1
2110,1,1,1,0.064096,0,1,1,1
2111,1,1,1,0.067223,0,1,1,1
2112,1,1,1,0.062011,0,1,1,1
2113,1,1,1,0.081292,0,1,1,1
2114,1,1,1,0.098489,0,1,1,1
2115,1,1,1,0.089109,0,1,1,1
2116,1,1,1,0.0568,0,1,1,1
2117,1,1,1,0.060969,0,1,1,1
2118,1,1,1,0.053674,0.020833,1,1,1
2119,1,1,1,0.062011,0.209189,1,1,1
2120,1,1,1,0.058364,0.396404,1,1,1
2121,1,1,1,0.038562,0.562215,1,1,1
2122,1,1,1,0.044294,0.718322,1,1,1
2123,1,1,1,0.069307,0.838185,1,1,1
2124,1,1,1,0.118291,0.862443,1,1,1
2125,1,1,1,0.173007,0.826199,1,1,1
2126,1,1,1,0.2074,0.728881,1,1,1
2127,1,1,1,0.272538,0.581621,1,1,1
2128,1,1,1,0.230849,0.396975,1,1,1
2129,1,1,1,0.17926,0.195205,1,1,1
2130,1,1,1,0.173007,0.023687,1,1,1
2131,1,1,1,0.255862,0,1,1,1
2132,1,1,1,0.32569,0,1,1,1
2133,1,1,1,0.387702,0,1,1,1
2134,1,1,1,0.418968,0,1,1,1
2135,1,1,1,0.383533,0,1,1,1
2136,1,1,1,0.38666,0,1,1,1
2137,1,1,1,0.415842,0,1,1,1
2138,1,1,1,0.464304,0,1,1,1
2139,1,1,1,0.487233,0,1,1,1
2140,1,1,1,0.504429,0,1,1,1
2141,1,1,1,0.517457,0,1,1,1
2142,1,1,1,0.507035,0.026256,1,1,1
2143,1,1,1,0.442939,0.218037,1,1,1
2144,1,1,1,0.376238,0.415811,1,1,1
2145,1,1,1,0.320479,0.601884,1,1,1
2146,1,1,1,0.334028,0.739726,1,1,1
2147,1,1,1,0.34914,0.817352,1,1,1
2148,1,1,1,0.386139,0.866724,1,1,1
2149,1,1,1,0.459614,0.829338,1,1,1
2150,1,1,1,0.475248,0.732306,1,1,1
2151,1,1,1,0.549244,0.582477,1,1,1
2152,1,1,1,0.55654,0.397831,1,1,1
2153,1,1,1,0.494007,0.197203,1,1,1
2154,1,1,1,0.511204,0.025685,1,1,1
2155,1,1,1,0.551329,0,1,1,1
2156,1,1,1,0.61803,0,1,1,1
2157,1,1,1,0.516936,0,1,1,1
2158,1,1,1,0.463262,0,1,1,1
2159,1,1,1,0.564878,0,1,1,1
2160,1,1,1,0.547681,0,1,1,1
2161,1,1,1,0.633663,0,1,1,1
2162,1,1,1,0.678999,0,1,1,1
2163,1,1,1,0.675873,0,1,1,1
2164,1,1,1,0.685253,0,1,1,1
2165,1,1,1,0.682647,0,1,1,1
2166,1,1,1,0.673267,0.015982,1,1,1
2167,1,1,1,0.678999,0.17266,1,1,1
2168,1,1,1,0.698801,0.219749,1,1,1
2169,1,1,1,0.702449,0.394692,1,1,1
2170,1,1,1,0.714435,0.274543,1,1,1
2171,1,1,1,0.693069,0.270548,1,1,1
2172,1,1,1,0.667535,0.569064,1,1,1
2173,1,1,1,0.649297,0.511416,1,1,1
2174,1,1,1,0.640959,0.685217,1,1,1
2175,1,1,1,0.650339,0.591324,1,1,1
2176,1,1,1,0.652423,0.406107,1,1,1
2177,1,1,1,0.672225,0.202911,1,1,1
2178,1,1,1,0.630537,0.028539,1,1,1
2179,1,1,1,0.591975,0,1,1,1
2180,1,1,1,0.581032,0,1,1,1
2181,1,1,1,0.562793,0,1,1,1
2182,1,1,1,0.528921,0,1,1,1
2183,1,1,1,0.494528,0,1,1,1
2184,1,1,1,0.441897,0,1,1,1
2185,1,1,1,0.387181,0,1,1,1
2186,1,1,1,0.351746,0,1,1,1
2187,1,1,1,0.364252,0,1,1,1
2188,1,1,1,0.373632,0,1,1,1
2189,1,1,1,0.333507,0,1,1,1
2190,1,1,1,0.289734,0.015411,1,1,1
2191,1,1,1,0.311621,0.12871,1,1,1
2192,1,1,1,0.401251,0.406678,1,1,1
2193,1,1,1,0.462741,0.466039,1,1,1
2194,1,1,1,0.491402,0.748858,1,1,1
2195,1,1,1,0.554455,0.827911,1,1,1
2196,1,1,1,0.599792,0.869578,1,1,1
2197,1,1,1,0.606566,0.835046,1,1,1
2198,1,1,1,0.582074,0.737728,1,1,1
2199,1,1,1,0.578947,0.589897,1,1,1
2200,1,1,1,0.564878,0.405537,1,1,1
2201,1,1,1,0.529964,0.205479,1,1,1
2202,1,1,1,0.490881,0.028253,1,1,1
2203,1,1,1,0.492444,0,1,1,1
2204,1,1,1,0.518499,0,1,1,1
2205,1,1,1,0.548723,0,1,1,1
2206,1,1,1,0.579468,0,1,1,1
2207,1,1,1,0.567483,0,1,1,1
2208,1,1,1,0.45284,0,1,1,1
2209,1,1,1,0.39135,0,1,1,1
2210,1,1,1,0.323085,0,1,1,1
2211,1,1,1,0.324127,0,1,1,1
2212,1,1,1,0.333507,0,1,1,1
2213,1,1,1,0.270974,0,1,1,1
2214,1,1,1,0.248567,0.042237,1,1,1
2215,1,1,1,0.284523,0.212614,1,1,1
2216,1,1,1,0.406462,0.373288,1,1,1
2217,1,1,1,0.524231,0.504281,1,1,1
2218,1,1,1,0.525274,0.609018,1,1,1
2219,1,1,1,0.548202,0.545947,1,1,1
2220,1,1,1,0.51433,0.47089,1,1,1
2221,1,1,1,0.51433,0.307934,1,1,1
2222,1,1,1,0.459093,0.199201,1,1,1
2223,1,1,1,0.366858,0.15468,1,1,1
2224,1,1,1,0.27827,0.143265,1,1,1
2225,1,1,1,0.227723,0.077626,1,1,1
2226,1,1,1,0.174049,0.020833,1,1,1
2227,1,1,1,0.168838,0,1,1,1
2228,1,1,1,0.210526,0,1,1,1
2229,1,1,1,0.273059,0,1,1,1
2230,1,1,1,0.272017,0,1,1,1
2231,1,1,1,0.28296,0,1,1,1
2232,1,1,1,0.312142,0,1,1,1
2233,1,1,1,0.321001,0,1,1,1
2234,1,1,1,0.362689,0,1,1,1
2235,1,1,1,0.392392,0,1,1,1
2236,1,1,1,0.414799,0,1,1,1
2237,1,1,1,0.402814,0,1,1,1
2238,1,1,1,0.403335,0.01113,1,1,1
2239,1,1,1,0.388744,0.043664,1,1,1
2240,1,1,1,0.377801,0.107591,1,1,1
2241,1,1,1,0.404377,0.135845,1,1,1
2242,1,1,1,0.443981,0.131564,1,1,1
2243,1,1,1,0.44346,0.146119,1,1,1
2244,1,1,1,0.389786,0.152112,1,1,1
2245,1,1,1,0.389786,0.14355,1,1,1
2246,1,1,1,0.403856,0.137842,1,1,1
2247,1,1,1,0.392913,0.100171,1,1,1
2248,1,1,1,0.406983,0.069064,1,1,1
2249,1,1,1,0.373111,0.064212,1,1,1
2250,1,1,1,0.3679,0.024258,1,1,1
2251,1,1,1,0.34914,0,1,1,1
2252,1,1,1,0.33976,0,1,1,1
2253,1,1,1,0.266285,0,1,1,1
2254,1,1,1,0.279833,0,1,1,1
2255,1,1,1,0.281397,0,1,1,1
2256,1,1,1,0.261595,0,1,1,1
2257,1,1,1,0.279312,0,1,1,1
2258,1,1,1,0.323085,0,1,1,1
2259,1,1,1,0.303804,0,1,1,1
2260,1,1,1,0.313705,0,1,1,1
2261,1,1,1,0.324127,0,1,1,1
2262,1,1,1,0.276707,0.016553,1,1,1
2263,1,1,1,0.24544,0.232306,1,1,1
2264,1,1,1,0.217301,0.109589,1,1,1
2265,1,1,1,0.276707,0.304509,1,1,1
2266,1,1,1,0.321522,0.236587,1,1,1
2267,1,1,1,0.36321,0.293094,1,1,1
2268,1,1,1,0.387181,0.781678,1,1,1
2269,1,1,1,0.401772,0.788813,1,1,1
2270,1,1,1,0.437207,0.524258,1,1,1
2271,1,1,1,0.428348,0.600171,1,1,1
2272,1,1,1,0.395518,0.420377,1,1,1
2273,1,1,1,0.354872,0.218607,1,1,1
2274,1,1,1,0.258468,0.033961,1,1,1
2275,1,1,1,0.179781,0,1,1,1
2276,1,1,1,0.156853,0,1,1,1
2277,1,1,1,0.140698,0,1,1,1
2278,1,1,1,0.120375,0,1,1,1
2279,1,1,1,0.105263,0,1,1,1
2280,1,1,1,0.094841,0,1,1,1
2281,1,1,1,0.08025,0,1,1,1
2282,1,1,1,0.075039,0,1,1,1
2283,1,1,1,0.071391,0,1,1,1
2284,1,1,1,0.071912,0,1,1,1
2285,1,1,1,0.090672,0.000285,1,1,1
2286,1,1,1,0.129234,0.059646,1,1,1
2287,1,1,1,0.142262,0.259132,1,1,1
2288,1,1,1,0.202189,0.464612,1,1,1
2289,1,1,1,0.239708,0.641553,1,1,1
