Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6
2000000.0,1.0,1.0,1.0,2000.0,144.0,1.0,37,1,53.4778472,160.43354159999998,26.7389236,106.9556944,160.43354159999998,401.083854
,2.0,0.9,0.04,1800.0,,,37,2,52.0859464,156.2578392,26.0429732,104.1718928,156.2578392,390.64459800000003
,3.0,0.55,0.024,1100.0,,,37,3,52.0095616,156.0286848,26.0047808,104.0191232,156.0286848,390.071712
,4.0,0.2,0.003,400.0,,,37,4,51.8483048,155.5449144,25.9241524,103.6966096,155.5449144,388.862286
,,,,,,,37,5,52.3066136,156.9198408,26.1533068,104.6132272,156.9198408,392.29960199999994
,,,,,,,37,6,54.1059,162.3177,27.05295,108.2118,162.3177,405.79425
,,,,,,,37,7,57.840268,173.520804,28.920134,115.680536,173.520804,433.80200999999994
,,,,,,,37,8,61.6764824,185.02944719999996,30.8382412,123.3529648,185.02944719999996,462.57361799999995
,,,,,,,37,9,62.431843199999996,187.2955296,31.215921599999998,124.86368639999999,187.2955296,468.238824
,,,,,,,37,10,60.0808888,180.2426664,30.0404444,120.1617776,180.2426664,450.606666
,,,,,,,37,11,58.54470559999999,175.6341168,29.272352799999997,117.08941119999999,175.6341168,439.085292
,,,,,,,37,12,58.0779096,174.2337288,29.0389548,116.1558192,174.2337288,435.584322
,,,,,,,37,13,57.246164,171.73849199999998,28.623082,114.492328,171.73849199999998,429.34623
,,,,,,,37,14,56.736931999999996,170.210796,28.368465999999998,113.47386399999999,170.210796,425.52699
,,,,,,,37,15,56.779368,170.338104,28.389684,113.558736,170.338104,425.84525999999994
,,,,,,,37,16,58.2900896,174.8702688,29.1450448,116.5801792,174.8702688,437.17567199999996
,,,,,,,37,17,60.853224,182.559672,30.426612,121.706448,182.559672,456.39917999999994
,,,,,,,37,18,64.92708,194.78124,32.46354,129.85416,194.78124,486.9531
,,,,,,,37,19,65.733364,197.20009199999998,32.866682,131.466728,197.20009199999998,493.00023
,,,,,,,37,20,63.611564,190.834692,31.805782,127.223128,190.834692,477.08673
,,,,,,,37,21,62.2281504,186.68445119999998,31.1140752,124.4563008,186.68445119999998,466.711128
,,,,,,,37,22,59.6819904,179.0459712,29.8409952,119.3639808,179.0459712,447.614928
,,,,,,,37,23,56.1767768,168.5303304,28.0883884,112.3535536,168.5303304,421.32582599999995
,,,,,,,37,24,53.2062568,159.6187704,26.6031284,106.4125136,159.6187704,399.046926
,,,,,,,54,25,47.222780799999995,141.6683424,23.611390399999998,94.44556159999999,141.6683424,354.17085599999996
,,,,,,,54,26,46.04306,138.12918,23.02153,92.08612,138.12918,345.32295
,,,,,,,54,27,45.78844399999999,137.365332,22.894221999999996,91.57688799999998,137.365332,343.41333
,,,,,,,54,28,45.958188,137.874564,22.979094,91.916376,137.874564,344.68640999999997
,,,,,,,54,29,47.2906784,141.8720352,23.6453392,94.5813568,141.8720352,354.68008799999996
,,,,,,,54,30,49.5567608,148.6702824,24.7783804,99.1135216,148.6702824,371.67570599999993
,,,,,,,54,31,53.3590264,160.0770792,26.6795132,106.7180528,160.0770792,400.192698
,,,,,,,54,32,57.8742168,173.6226504,28.9371084,115.7484336,173.6226504,434.056626
,,,,,,,54,33,60.089376,180.268128,30.044688,120.178752,180.268128,450.67032
,,,,,,,54,34,59.7244264,179.1732792,29.8622132,119.4488528,179.1732792,447.933198
,,,,,,,54,35,59.113347999999995,177.34004399999998,29.556673999999997,118.22669599999999,177.34004399999998,443.35011
,,,,,,,54,36,59.1897328,177.5691984,29.5948664,118.3794656,177.5691984,443.92299599999996
,,,,,,,54,37,59.741400799999994,179.2242024,29.870700399999997,119.48280159999999,179.2242024,448.060506
,,,,,,,54,38,59.1218352,177.36550559999998,29.5609176,118.2436704,177.36550559999998,443.41376399999996
,,,,,,,54,39,58.4258848,175.2776544,29.2129424,116.8517696,175.2776544,438.194136
,,,,,,,54,40,58.943604,176.830812,29.471802,117.887208,176.830812,442.07703
,,,,,,,54,41,61.76984159999999,185.3095248,30.884920799999996,123.53968319999998,185.3095248,463.27381199999996
,,,,,,,54,42,65.8097488,197.42924639999998,32.9048744,131.6194976,197.42924639999998,493.57311599999997
,,,,,,,54,43,68.11826719999999,204.35480159999997,34.059133599999996,136.23653439999998,204.35480159999997,510.887004
,,,,,,,54,44,67.7193688,203.1581064,33.8596844,135.4387376,203.1581064,507.895266
,,,,,,,54,45,66.1322624,198.3967872,33.0661312,132.2645248,198.3967872,495.991968
,,,,,,,54,46,63.6709744,191.0129232,31.8354872,127.3419488,191.0129232,477.532308
,,,,,,,54,47,60.84473679999999,182.5342104,30.422368399999996,121.68947359999999,182.5342104,456.33552599999996
,,,,,,,54,48,57.7808576,173.3425728,28.8904288,115.5617152,173.3425728,433.356432
,,,,,,,86,49,43.802439199999995,131.4073176,21.901219599999997,87.60487839999999,131.4073176,328.518294
,,,,,,,86,50,42.9961552,128.98846559999998,21.4980776,85.9923104,128.98846559999998,322.471164
,,,,,,,86,51,42.817924,128.453772,21.408962,85.635848,128.453772,321.13442999999995
,,,,,,,86,52,43.0046424,129.0139272,21.5023212,86.0092848,129.0139272,322.534818
,,,,,,,86,53,44.5662872,133.6988616,22.2831436,89.1325744,133.6988616,334.24715399999997
,,,,,,,86,54,47.3925248,142.1775744,23.6962624,94.7850496,142.1775744,355.443936
