Time_Index,Gen1,Gen3,Gen6,Wind6,PV2,BESS2,BESS5,BESS6
129,1,1,1,0.4761,0.1694,1,1,1
130,1,1,1,0.5301,0.2393,1,1,1
131,1,1,1,0.5273,0.2047,1,1,1
132,1,1,1,0.5514,0.2492,1,1,1
133,1,1,1,0.6009,0.2237,1,1,1
134,1,1,1,0.5911,0.1275,1,1,1
135,1,1,1,0.5704,0.0659,1,1,1
136,1,1,1,0.5784,0.0121,1,1,1
137,1,1,1,0.5733,0.000333333,1,1,1
138,1,1,1,0.5411,0.000333333,1,1,1
139,1,1,1,0.644,0.000333333,1,1,1
140,1,1,1,0.594,0.000333333,1,1,1
141,1,1,1,0.6273,0.000333333,1,1,1
142,1,1,1,0.6049,0.000333333,1,1,1
143,1,1,1,0.5583,0.000333333,1,1,1
144,1,1,1,0.4053,0.000333333,1,1,1
